readout,metric,method,shortlist_size,comparator,comparator_budget,target_domain,paired_loss_difference
ridge,error_rate,target_a,10,random,227,quickdraw,0.007247924804687514
ridge,error_rate,target_a,10,random,227,real,-0.010449218750000003
ridge,error_rate,target_a,10,random,227,sketch,-0.0021392822265624972
ridge,error_rate,target_a,25,exhaustive,455,clipart,0.00177001953125
ridge,error_rate,target_a,25,exhaustive,455,infograph,0.0040283203125
ridge,error_rate,target_a,25,exhaustive,455,painting,0.00189208984375
ridge,error_rate,target_a,25,exhaustive,455,quickdraw,0.00433349609375
ridge,error_rate,target_a,25,exhaustive,455,real,-0.001708984375
ridge,error_rate,target_a,25,exhaustive,455,sketch,0.000244140625
ridge,error_rate,target_a,25,random,25,clipart,-0.026361083984375012
ridge,error_rate,target_a,25,random,25,infograph,-0.009307861328125
ridge,error_rate,target_a,25,random,25,painting,-0.029907226562499993
ridge,error_rate,target_a,25,random,25,quickdraw,0.0003173828124999889
ridge,error_rate,target_a,25,random,25,real,-0.03798828124999999
ridge,error_rate,target_a,25,random,25,sketch,-0.016235351562500007
ridge,error_rate,target_a,25,random,227,clipart,-0.0046905517578124944
ridge,error_rate,target_a,25,random,227,infograph,0.0027587890625000167
ridge,error_rate,target_a,25,random,227,painting,-0.004132080078125017
ridge,error_rate,target_a,25,random,227,quickdraw,0.003585815429687514
ridge,error_rate,target_a,25,random,227,real,-0.013439941406250003
ridge,error_rate,target_a,25,random,227,sketch,-0.0026885986328124972
ridge,error_rate,target_a,50,exhaustive,455,clipart,0.0
ridge,error_rate,target_a,50,exhaustive,455,infograph,0.00164794921875
ridge,error_rate,target_a,50,exhaustive,455,painting,0.00189208984375
ridge,error_rate,target_a,50,exhaustive,455,quickdraw,0.00152587890625
ridge,error_rate,target_a,50,exhaustive,455,real,-0.0009765625
ridge,error_rate,target_a,50,exhaustive,455,sketch,0.00048828125
ridge,error_rate,target_a,50,random,50,clipart,-0.0221771240234375
ridge,error_rate,target_a,50,random,50,infograph,-0.007275390625000017
ridge,error_rate,target_a,50,random,50,painting,-0.02106323242187501
ridge,error_rate,target_a,50,random,50,quickdraw,-0.0015960693359375194
ridge,error_rate,target_a,50,random,50,real,-0.027822875976562494
ridge,error_rate,target_a,50,random,50,sketch,-0.012176513671875007
ridge,error_rate,target_a,50,random,227,clipart,-0.0064605712890624944
ridge,error_rate,target_a,50,random,227,infograph,0.00037841796875001665
ridge,error_rate,target_a,50,random,227,painting,-0.004132080078125017
ridge,error_rate,target_a,50,random,227,quickdraw,0.0007781982421875139
ridge,error_rate,target_a,50,random,227,real,-0.012707519531250003
ridge,error_rate,target_a,50,random,227,sketch,-0.0024444580078124972
ridge,error_rate,target_a,100,exhaustive,455,clipart,0.0
ridge,error_rate,target_a,100,exhaustive,455,infograph,0.00152587890625
ridge,error_rate,target_a,100,exhaustive,455,painting,0.0003662109375
ridge,error_rate,target_a,100,exhaustive,455,quickdraw,-0.00347900390625
ridge,error_rate,target_a,100,exhaustive,455,real,0.00201416015625
ridge,error_rate,target_a,100,exhaustive,455,sketch,-0.0008544921875
ridge,error_rate,target_a,100,random,100,clipart,-0.015945434570312493
ridge,error_rate,target_a,100,random,100,infograph,-0.0037292480468749944
ridge,error_rate,target_a,100,random,100,painting,-0.010894775390625014
ridge,error_rate,target_a,100,random,100,quickdraw,-0.005639648437499992
ridge,error_rate,target_a,100,random,100,real,-0.0186065673828125
ridge,error_rate,target_a,100,random,100,sketch,-0.00799560546875
ridge,error_rate,target_a,100,random,227,clipart,-0.0064605712890624944
ridge,error_rate,target_a,100,random,227,infograph,0.00025634765625001665
ridge,error_rate,target_a,100,random,227,painting,-0.005657958984375017
ridge,error_rate,target_a,100,random,227,quickdraw,-0.004226684570312486
ridge,error_rate,target_a,100,random,227,real,-0.009716796875000003
ridge,error_rate,target_a,100,random,227,sketch,-0.0037872314453124972
ridge,error_rate,target_a,227,exhaustive,455,clipart,0.0
ridge,error_rate,target_a,227,exhaustive,455,infograph,0.0
ridge,error_rate,target_a,227,exhaustive,455,painting,0.0
ridge,error_rate,target_a,227,exhaustive,455,quickdraw,-0.0010986328125
ridge,error_rate,target_a,227,exhaustive,455,real,0.0
ridge,error_rate,target_a,227,exhaustive,455,sketch,0.0
ridge,error_rate,target_a,227,random,227,clipart,-0.0064605712890624944
ridge,error_rate,target_a,227,random,227,infograph,-0.0012695312499999833
ridge,error_rate,target_a,227,random,227,painting,-0.006024169921875017
ridge,error_rate,target_a,227,random,227,quickdraw,-0.0018463134765624861
ridge,error_rate,target_a,227,random,227,real,-0.011730957031250003
ridge,error_rate,target_a,227,random,227,sketch,-0.0029327392578124972
ridge,nll,second_moment_mmd,10,exhaustive,455,clipart,0.0043443419382201975
ridge,nll,second_moment_mmd,10,exhaustive,455,infograph,0.002832498228122482
ridge,nll,second_moment_mmd,10,exhaustive,455,painting,0.0008234471464200199
ridge,nll,second_moment_mmd,10,exhaustive,455,quickdraw,0.0010137970011759867
ridge,nll,second_moment_mmd,10,exhaustive,455,real,0.00013463858530937678
ridge,nll,second_moment_mmd,10,exhaustive,455,sketch,0.0006984066021621382
ridge,nll,second_moment_mmd,10,random,10,clipart,-0.010330422308127085
ridge,nll,second_moment_mmd,10,random,10,infograph,-0.006532154326016837
ridge,nll,second_moment_mmd,10,random,10,painting,-0.01919525202975969
ridge,nll,second_moment_mmd,10,random,10,quickdraw,-0.0034696969541793132
ridge,nll,second_moment_mmd,10,random,10,real,-0.013436046918613997
ridge,nll,second_moment_mmd,10,random,10,sketch,-0.010040167285723767
ridge,nll,second_moment_mmd,10,random,227,clipart,0.002915272252422829
ridge,nll,second_moment_mmd,10,random,227,infograph,0.0016296548190682936
ridge,nll,second_moment_mmd,10,random,227,painting,-0.0022222862323860726
ridge,nll,second_moment_mmd,10,random,227,quickdraw,0.0005868765434600132
ridge,nll,second_moment_mmd,10,random,227,real,-0.001547543741143298
ridge,nll,second_moment_mmd,10,random,227,sketch,-0.0001271873061587936
ridge,nll,second_moment_mmd,25,exhaustive,455,clipart,0.0005926824061659453
ridge,nll,second_moment_mmd,25,exhaustive,455,infograph,0.0006434102023092914
ridge,nll,second_moment_mmd,25,exhaustive,455,painting,0.0
ridge,nll,second_moment_mmd,25,exhaustive,455,quickdraw,0.00012451815288105905
ridge,nll,second_moment_mmd,25,exhaustive,455,real,0.0
ridge,nll,second_moment_mmd,25,exhaustive,455,sketch,0.00011016284356668571
ridge,nll,second_moment_mmd,25,random,25,clipart,-0.009893085492052478
ridge,nll,second_moment_mmd,25,random,25,infograph,-0.005374621881917285
ridge,nll,second_moment_mmd,25,random,25,painting,-0.009668769735693306
ridge,nll,second_moment_mmd,25,random,25,quickdraw,-0.0031810096930791065
ridge,nll,second_moment_mmd,25,random,25,real,-0.009198400682842833
ridge,nll,second_moment_mmd,25,random,25,sketch,-0.007067675459101586
ridge,nll,second_moment_mmd,25,random,227,clipart,-0.0008363872796314231
ridge,nll,second_moment_mmd,25,random,227,infograph,-0.000559433206744897
ridge,nll,second_moment_mmd,25,random,227,painting,-0.0030457333788060925
ridge,nll,second_moment_mmd,25,random,227,quickdraw,-0.0003024023048349145
ridge,nll,second_moment_mmd,25,random,227,real,-0.0016821823264526747
ridge,nll,second_moment_mmd,25,random,227,sketch,-0.0007154310647542461
ridge,nll,second_moment_mmd,50,exhaustive,455,clipart,0.0
ridge,nll,second_moment_mmd,50,exhaustive,455,infograph,0.0006618650803681403
ridge,nll,second_moment_mmd,50,exhaustive,455,painting,0.0
ridge,nll,second_moment_mmd,50,exhaustive,455,quickdraw,0.0
ridge,nll,second_moment_mmd,50,exhaustive,455,real,0.0
ridge,nll,second_moment_mmd,50,exhaustive,455,sketch,0.00011016284356668571
ridge,nll,second_moment_mmd,50,random,50,clipart,-0.00723295956394987
ridge,nll,second_moment_mmd,50,random,50,infograph,-0.0027977625724506794
ridge,nll,second_moment_mmd,50,random,50,painting,-0.006450417086904636
ridge,nll,second_moment_mmd,50,random,50,quickdraw,-0.0025283968806432133
ridge,nll,second_moment_mmd,50,random,50,real,-0.006192430422127582
ridge,nll,second_moment_mmd,50,random,50,sketch,-0.004761192429806882
ridge,nll,second_moment_mmd,50,random,227,clipart,-0.0014290696857973684
ridge,nll,second_moment_mmd,50,random,227,infograph,-0.0005409783286860481
ridge,nll,second_moment_mmd,50,random,227,painting,-0.0030457333788060925
ridge,nll,second_moment_mmd,50,random,227,quickdraw,-0.00042692045771597353
ridge,nll,second_moment_mmd,50,random,227,real,-0.0016821823264526747
ridge,nll,second_moment_mmd,50,random,227,sketch,-0.0007154310647542461
ridge,nll,second_moment_mmd,100,exhaustive,455,clipart,0.0
ridge,nll,second_moment_mmd,100,exhaustive,455,infograph,0.0
ridge,nll,second_moment_mmd,100,exhaustive,455,painting,0.0
ridge,nll,second_moment_mmd,100,exhaustive,455,quickdraw,0.0
ridge,nll,second_moment_mmd,100,exhaustive,455,real,0.0
ridge,nll,second_moment_mmd,100,exhaustive,455,sketch,0.0
ridge,nll,second_moment_mmd,100,random,100,clipart,-0.004253336993073509
ridge,nll,second_moment_mmd,100,random,100,infograph,-0.002310853561756976
ridge,nll,second_moment_mmd,100,random,100,painting,-0.0041313401981533104
ridge,nll,second_moment_mmd,100,random,100,quickdraw,-0.0015400653882233772
ridge,nll,second_moment_mmd,100,random,100,real,-0.004415154495959084
ridge,nll,second_moment_mmd,100,random,100,sketch,-0.0024681577043569325
ridge,nll,second_moment_mmd,100,random,227,clipart,-0.0014290696857973684
ridge,nll,second_moment_mmd,100,random,227,infograph,-0.0012028434090541884
ridge,nll,second_moment_mmd,100,random,227,painting,-0.0030457333788060925
ridge,nll,second_moment_mmd,100,random,227,quickdraw,-0.00042692045771597353
ridge,nll,second_moment_mmd,100,random,227,real,-0.0016821823264526747
ridge,nll,second_moment_mmd,100,random,227,sketch,-0.0008255939083209318
ridge,nll,second_moment_mmd,227,exhaustive,455,clipart,0.0
ridge,nll,second_moment_mmd,227,exhaustive,455,infograph,0.0
ridge,nll,second_moment_mmd,227,exhaustive,455,painting,0.0
ridge,nll,second_moment_mmd,227,exhaustive,455,quickdraw,0.0
ridge,nll,second_moment_mmd,227,exhaustive,455,real,0.0
ridge,nll,second_moment_mmd,227,exhaustive,455,sketch,0.0
ridge,nll,second_moment_mmd,227,random,227,clipart,-0.0014290696857973684
ridge,nll,second_moment_mmd,227,random,227,infograph,-0.0012028434090541884
ridge,nll,second_moment_mmd,227,random,227,painting,-0.0030457333788060925
ridge,nll,second_moment_mmd,227,random,227,quickdraw,-0.00042692045771597353
ridge,nll,second_moment_mmd,227,random,227,real,-0.0016821823264526747
ridge,nll,second_moment_mmd,227,random,227,sketch,-0.0008255939083209318
ridge,nll,target_a,10,exhaustive,455,clipart,0.005374500402892446
ridge,nll,target_a,10,exhaustive,455,infograph,0.006621835960081146
ridge,nll,target_a,10,exhaustive,455,painting,0.0028678349249228186
ridge,nll,target_a,10,exhaustive,455,quickdraw,0.003314011383471982
ridge,nll,target_a,10,exhaustive,455,real,0.0003005808276492772
ridge,nll,target_a,10,exhaustive,455,sketch,0.005025209440229661
ridge,nll,target_a,10,random,10,clipart,-0.009300263843454837
ridge,nll,target_a,10,random,10,infograph,-0.002742816594058173
ridge,nll,target_a,10,random,10,painting,-0.017150864251256892
ridge,nll,target_a,10,random,10,quickdraw,-0.001169482571883318
ridge,nll,target_a,10,random,10,real,-0.013270104676274097
ridge,nll,target_a,10,random,10,sketch,-0.005713364447656244
ridge,nll,target_a,10,random,227,clipart,0.0039454307170950775
ridge,nll,target_a,10,random,227,infograph,0.005418992551026958
ridge,nll,target_a,10,random,227,painting,-0.00017789845388327397
ridge,nll,target_a,10,random,227,quickdraw,0.0028870909257560085
ridge,nll,target_a,10,random,227,real,-0.0013816014988033976
ridge,nll,target_a,10,random,227,sketch,0.004199615531908729
ridge,nll,target_a,25,exhaustive,455,clipart,0.0023727935668625966
ridge,nll,target_a,25,exhaustive,455,infograph,0.005800924725760104
ridge,nll,target_a,25,exhaustive,455,painting,0.0
ridge,nll,target_a,25,exhaustive,455,quickdraw,0.0021754612302189447
ridge,nll,target_a,25,exhaustive,455,real,0.0
ridge,nll,target_a,25,exhaustive,455,sketch,0.004667836579886564
ridge,nll,target_a,25,random,25,clipart,-0.008112974331355827
ridge,nll,target_a,25,random,25,infograph,-0.0002171073584664729
ridge,nll,target_a,25,random,25,painting,-0.009668769735693306
ridge,nll,target_a,25,random,25,quickdraw,-0.001130066615741221
ridge,nll,target_a,25,random,25,real,-0.009198400682842833
ridge,nll,target_a,25,random,25,sketch,-0.0025100017227817073
ridge,nll,target_a,25,random,227,clipart,0.0009437238810652282
ridge,nll,target_a,25,random,227,infograph,0.004598081316705915
ridge,nll,target_a,25,random,227,painting,-0.0030457333788060925
ridge,nll,target_a,25,random,227,quickdraw,0.0017485407725029711
ridge,nll,target_a,25,random,227,real,-0.0016821823264526747
ridge,nll,target_a,25,random,227,sketch,0.003842242671565632
ridge,nll,target_a,50,exhaustive,455,clipart,-1.069262418118555e-05
ridge,nll,target_a,50,exhaustive,455,infograph,0.0029281491206480936
ridge,nll,target_a,50,exhaustive,455,painting,0.0
ridge,nll,target_a,50,exhaustive,455,quickdraw,0.0019542643687123773
ridge,nll,target_a,50,exhaustive,455,real,0.0
ridge,nll,target_a,50,exhaustive,455,sketch,0.0004943303687677814
ridge,nll,target_a,50,random,50,clipart,-0.007243652188131056
ridge,nll,target_a,50,random,50,infograph,-0.000531478532170726
ridge,nll,target_a,50,random,50,painting,-0.006450417086904636
ridge,nll,target_a,50,random,50,quickdraw,-0.000574132511930836
ridge,nll,target_a,50,random,50,real,-0.006192430422127582
ridge,nll,target_a,50,random,50,sketch,-0.004377024904605786
ridge,nll,target_a,50,random,227,clipart,-0.001439762309978554
ridge,nll,target_a,50,random,227,infograph,0.0017253057115939052
ridge,nll,target_a,50,random,227,painting,-0.0030457333788060925
ridge,nll,target_a,50,random,227,quickdraw,0.0015273439109964038
ridge,nll,target_a,50,random,227,real,-0.0016821823264526747
ridge,nll,target_a,50,random,227,sketch,-0.00033126353955315047
ridge,nll,target_a,100,exhaustive,455,clipart,-1.069262418118555e-05
ridge,nll,target_a,100,exhaustive,455,infograph,0.0024820452496568945
ridge,nll,target_a,100,exhaustive,455,painting,0.0
ridge,nll,target_a,100,exhaustive,455,quickdraw,0.0001282326071637696
ridge,nll,target_a,100,exhaustive,455,real,0.0
ridge,nll,target_a,100,exhaustive,455,sketch,0.0
ridge,nll,target_a,100,random,100,clipart,-0.004264029617254694
ridge,nll,target_a,100,random,100,infograph,0.00017119168789991868
ridge,nll,target_a,100,random,100,painting,-0.0041313401981533104
ridge,nll,target_a,100,random,100,quickdraw,-0.0014118327810596076
ridge,nll,target_a,100,random,100,real,-0.004415154495959084
ridge,nll,target_a,100,random,100,sketch,-0.0024681577043569325
ridge,nll,target_a,100,random,227,clipart,-0.001439762309978554
ridge,nll,target_a,100,random,227,infograph,0.0012792018406027061
ridge,nll,target_a,100,random,227,painting,-0.0030457333788060925
ridge,nll,target_a,100,random,227,quickdraw,-0.0002986878505522039
ridge,nll,target_a,100,random,227,real,-0.0016821823264526747
ridge,nll,target_a,100,random,227,sketch,-0.0008255939083209318
ridge,nll,target_a,227,exhaustive,455,clipart,0.0
ridge,nll,target_a,227,exhaustive,455,infograph,0.0
ridge,nll,target_a,227,exhaustive,455,painting,0.0
ridge,nll,target_a,227,exhaustive,455,quickdraw,0.0
ridge,nll,target_a,227,exhaustive,455,real,0.0
ridge,nll,target_a,227,exhaustive,455,sketch,0.0
ridge,nll,target_a,227,random,227,clipart,-0.0014290696857973684
ridge,nll,target_a,227,random,227,infograph,-0.0012028434090541884
ridge,nll,target_a,227,random,227,painting,-0.0030457333788060925
ridge,nll,target_a,227,random,227,quickdraw,-0.00042692045771597353
ridge,nll,target_a,227,random,227,real,-0.0016821823264526747
ridge,nll,target_a,227,random,227,sketch,-0.0008255939083209318
