encoder,target_domain,method,shortlist_size,shortlist_reduction,true_top_q_recall,selected_normalized_regret,best_shortlist_normalized_regret,screen_spearman_vs_test_brier
dinov2_b14,painting,target_energy,227,0.5010989010989011,0.5,0.0,0.0,-0.09640927122958191
dinov2_b14,quickdraw,bayesian_d,10,0.978021978021978,0.0,0.00033832538594999646,0.00033832538594999646,-0.3217112588315927
dinov2_b14,quickdraw,bayesian_d,25,0.945054945054945,0.0,0.0003329743263520934,0.00032356814811771497,-0.3217112588315927
dinov2_b14,quickdraw,bayesian_d,50,0.8901098901098901,0.0,0.0003329743263520934,0.00032356814811771497,-0.3217112588315927
dinov2_b14,quickdraw,bayesian_d,100,0.7802197802197802,0.0,0.00021409840145629103,0.00021409840145629103,-0.3217112588315927
dinov2_b14,quickdraw,bayesian_d,227,0.5010989010989011,0.0,0.0001508273928039343,0.0001508273928039343,-0.3217112588315927
dinov2_b14,quickdraw,domain_balance,10,0.978021978021978,0.0,0.00016956647001592837,0.00016956647001592837,0.2474458766366951
dinov2_b14,quickdraw,domain_balance,25,0.945054945054945,0.0,0.00016956647001592837,0.00016956647001592837,0.2474458766366951
dinov2_b14,quickdraw,domain_balance,50,0.8901098901098901,0.0,0.00016599219787758244,0.00016599219787758244,0.2474458766366951
dinov2_b14,quickdraw,domain_balance,100,0.7802197802197802,0.0,0.00016599219787758244,0.00016135462861245888,0.2474458766366951
dinov2_b14,quickdraw,domain_balance,227,0.5010989010989011,0.2,0.00010711326482898196,0.00010711326482898196,0.2474458766366951
dinov2_b14,quickdraw,dpp_subspace,10,0.978021978021978,0.0,0.00048330594900885437,0.0004784116503875294,-0.4849452078179182
dinov2_b14,quickdraw,dpp_subspace,25,0.945054945054945,0.0,0.00032356814811771497,0.00032356814811771497,-0.4849452078179182
dinov2_b14,quickdraw,dpp_subspace,50,0.8901098901098901,0.0,0.0002898869341388369,0.0002898869341388369,-0.4849452078179182
dinov2_b14,quickdraw,dpp_subspace,100,0.7802197802197802,0.0,0.00029773598455507975,0.00026737948084466713,-0.4849452078179182
dinov2_b14,quickdraw,dpp_subspace,227,0.5010989010989011,0.0,0.000245145545564668,0.000245145545564668,-0.4849452078179182
dinov2_b14,quickdraw,merged_effective_rank,10,0.978021978021978,0.0,0.00032356814811771497,0.00032356814811771497,-0.34969476384964443
dinov2_b14,quickdraw,merged_effective_rank,25,0.945054945054945,0.0,0.0003329743263520934,0.00032356814811771497,-0.34969476384964443
dinov2_b14,quickdraw,merged_effective_rank,50,0.8901098901098901,0.0,0.0003329743263520934,0.00032356814811771497,-0.34969476384964443
dinov2_b14,quickdraw,merged_effective_rank,100,0.7802197802197802,0.0,0.00021409840145629103,0.00021409840145629103,-0.34969476384964443
dinov2_b14,quickdraw,merged_effective_rank,227,0.5010989010989011,0.0,0.00015711005124737716,0.00015711005124737716,-0.34969476384964443
dinov2_b14,quickdraw,random,10,0.9780219780219779,0.025,0.0001457663570409808,0.00014389764565541632,-0.0015558444569573698
dinov2_b14,quickdraw,random,25,0.945054945054945,0.045,0.00011990282383244063,0.00011505408657959634,-0.0015558444569573698
dinov2_b14,quickdraw,random,50,0.8901098901098902,0.09000000000000001,0.00010808894491558877,0.00010006616017702093,-0.0015558444569573698
dinov2_b14,quickdraw,random,100,0.7802197802197803,0.18,7.551364295634828e-05,6.490203935664797e-05,-0.0015558444569573698
dinov2_b14,quickdraw,random,227,0.5010989010989011,0.4499999999999999,2.1659563636689076e-05,2.1659563636689076e-05,-0.0015558444569573698
dinov2_b14,quickdraw,second_moment_mmd,10,0.978021978021978,0.3,6.906825205106055e-05,6.906825205106055e-05,0.6719154714981286
dinov2_b14,quickdraw,second_moment_mmd,25,0.945054945054945,0.6,0.0,0.0,0.6719154714981286
dinov2_b14,quickdraw,second_moment_mmd,50,0.8901098901098901,0.8,0.0,0.0,0.6719154714981286
dinov2_b14,quickdraw,second_moment_mmd,100,0.7802197802197802,0.9,0.0,0.0,0.6719154714981286
dinov2_b14,quickdraw,second_moment_mmd,227,0.5010989010989011,1.0,0.0,0.0,0.6719154714981286
dinov2_b14,quickdraw,target_a,10,0.978021978021978,0.1,0.00010683211581338522,0.00010683211581338522,0.5766372046687372
dinov2_b14,quickdraw,target_a,25,0.945054945054945,0.2,6.906825205106055e-05,6.906825205106055e-05,0.5766372046687372
dinov2_b14,quickdraw,target_a,50,0.8901098901098901,0.3,6.906825205106055e-05,6.906825205106055e-05,0.5766372046687372
dinov2_b14,quickdraw,target_a,100,0.7802197802197802,0.4,6.906825205106055e-05,6.906825205106055e-05,0.5766372046687372
dinov2_b14,quickdraw,target_a,227,0.5010989010989011,0.9,0.0,0.0,0.5766372046687372
dinov2_b14,quickdraw,target_energy,10,0.978021978021978,0.3,6.906825205106055e-05,6.906825205106055e-05,0.648368209578504
dinov2_b14,quickdraw,target_energy,25,0.945054945054945,0.5,2.8618483165307357e-05,2.8618483165307357e-05,0.648368209578504
dinov2_b14,quickdraw,target_energy,50,0.8901098901098901,0.8,0.0,0.0,0.648368209578504
