excluded_domain,encoder,target,shortlist_size,oracle_source_family,dpp_best_candidate_recall,rank_best_candidate_recall,dpp_validation_regret,rank_validation_regret,dpp_minus_rank_best_recall,dpp_minus_rank_top3_recall,dpp_minus_rank_validation_regret,dpp_minus_rank_normalized_validation_regret,dpp_minus_rank_test_regret,shortlist_jaccard,dpp_best_candidate_family_recall,rank_best_candidate_family_recall,dpp_minus_rank_best_family_recall
digits_characters,resnet50,food101,8,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.0
digits_characters,resnet50,gtsrb,8,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.0
digits_characters,resnet50,oxford_pets,8,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.0
digits_characters,vit_b16,beans,8,stl10,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6,1.0,1.0,0.0
digits_characters,vit_b16,dtd,8,cifar100_shared_images,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.0
digits_characters,vit_b16,eurosat,8,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.6,1.0,1.0,0.0
digits_characters,vit_b16,flowers102,8,stl10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.0
digits_characters,vit_b16,food101,8,cifar100_shared_images,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.0
digits_characters,vit_b16,gtsrb,8,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6,1.0,1.0,0.0
digits_characters,vit_b16,oxford_pets,8,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6,1.0,1.0,0.0
general_vision,clip_b32,beans,8,rendered_sst2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.0
general_vision,clip_b32,dtd,8,rendered_sst2,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6,1.0,1.0,0.0
general_vision,clip_b32,eurosat,8,rendered_sst2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.0
general_vision,clip_b32,flowers102,8,handwritten_digits,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.0
general_vision,clip_b32,food101,8,rendered_sst2,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6,1.0,1.0,0.0
general_vision,clip_b32,gtsrb,8,rendered_sst2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.0
general_vision,clip_b32,oxford_pets,8,rendered_sst2,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6,1.0,1.0,0.0
general_vision,dinov2_b14,beans,8,handwritten_digits,0.0,0.0,0.002321087895171381,0.001096066150413244,0.0,-0.3333333333333333,0.0012250217447581369,0.13475235051086415,-0.0015625000000000222,0.7777777777777778,0.0,0.0,0.0
general_vision,dinov2_b14,dtd,8,dermamnist,0.0,0.0,0.0006560285886129114,0.002960986296335788,0.0,0.3333333333333333,-0.0023049577077228767,-0.12195087902949567,-0.006702136993408159,0.7777777777777778,0.0,0.0,0.0
general_vision,dinov2_b14,eurosat,8,pathmnist,1.0,0.0,0.0,0.0029866708604496806,1.0,0.3333333333333333,-0.0029866708604496806,-0.2131305045788838,-0.008370375633239724,0.7777777777777778,1.0,0.0,1.0
general_vision,dinov2_b14,flowers102,8,handwritten_digits,0.0,0.0,0.0010457436243694884,0.0010457436243694884,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0
general_vision,dinov2_b14,food101,8,fashion_mnist,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.0
general_vision,dinov2_b14,gtsrb,8,bloodmnist,0.0,0.0,0.0029199995454152194,0.0024266709772745587,0.0,-0.3333333333333333,0.0004933285681406607,0.01948374658486543,0.00416001081466677,0.7777777777777778,0.0,0.0,0.0
general_vision,dinov2_b14,oxford_pets,8,organmnist_views,0.0,1.0,0.0011413102661785857,0.0,-1.0,-0.3333333333333333,0.0011413102661785857,0.08005124431308697,-0.0004906177520751509,0.7777777777777778,1.0,1.0,0.0
general_vision,resnet50,beans,8,rendered_sst2,0.0,0.0,0.015925201671804556,0.015925201671804556,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
general_vision,resnet50,dtd,8,fashion_mnist,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.0
general_vision,resnet50,eurosat,8,dermamnist,0.0,0.0,0.0006400102877616165,0.0006400102877616165,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
general_vision,resnet50,flowers102,8,handwritten_digits,0.0,0.0,0.006405231952667179,0.014771244525909388,0.0,0.3333333333333333,-0.00836601257324221,-0.28507788345064333,0.002999985218048118,0.6,1.0,0.0,1.0
general_vision,resnet50,food101,8,handwritten_digits,1.0,0.0,0.0,0.0013733349879582746,1.0,0.3333333333333333,-0.0013733349879582746,-0.024759643074634526,0.0019200086593628152,0.6,1.0,0.0,1.0
general_vision,resnet50,gtsrb,8,dermamnist,0.0,0.0,0.007026662109692938,0.007026662109692938,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
general_vision,resnet50,oxford_pets,8,octmnist,0.0,0.0,0.00027173822556703087,0.00027173822556703087,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
general_vision,vit_b16,beans,8,fashion_mnist,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.0
general_vision,vit_b16,dtd,8,organmnist_views,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.0
general_vision,vit_b16,eurosat,8,handwritten_digits,0.0,0.0,0.0005466640901564679,0.0005466640901564679,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0
general_vision,vit_b16,flowers102,8,breastmnist,0.0,0.0,0.0008496721585590228,0.0008496721585590228,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0
general_vision,vit_b16,food101,8,organmnist_views,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.0
general_vision,vit_b16,gtsrb,8,svhn,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.0
general_vision,vit_b16,oxford_pets,8,organmnist_views,0.0,1.0,0.0013043450218613861,0.0,-1.0,-0.33333333333333337,0.0013043450218613861,0.11575536876160969,0.0008721709251403587,0.7777777777777778,1.0,1.0,0.0
medical,clip_b32,beans,5,cifar10,1.0,0.0,0.0,0.005093484060138542,1.0,0.3333333333333333,-0.005093484060138542,-0.272413565984949,-0.012500000000000067,0.6666666666666666,1.0,0.0,1.0
medical,clip_b32,dtd,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
medical,clip_b32,eurosat,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
medical,clip_b32,flowers102,5,cifar100_shared_images,0.0,1.0,0.004052288532257031,0.0,-1.0,-0.3333333333333333,0.004052288532257031,0.16103900459850562,-0.0007600307464599165,0.6666666666666666,1.0,1.0,0.0
medical,clip_b32,food101,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
medical,clip_b32,gtsrb,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
medical,clip_b32,oxford_pets,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
medical,dinov2_b14,beans,5,handwritten_digits,0.0,0.0,0.0014829168620992261,0.0014829168620992261,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
medical,dinov2_b14,dtd,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
medical,dinov2_b14,eurosat,5,cifar100_shared_images,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
medical,dinov2_b14,flowers102,5,stl10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
medical,dinov2_b14,food101,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
medical,dinov2_b14,gtsrb,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
medical,dinov2_b14,oxford_pets,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
medical,resnet50,beans,5,rendered_sst2,0.0,0.0,0.015925201671804556,0.017214691293078066,0.0,0.3333333333333333,-0.0012894896212735096,-0.039761409411826876,0.0031250000000000444,0.6666666666666666,0.0,0.0,0.0
medical,resnet50,dtd,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
medical,resnet50,eurosat,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
medical,resnet50,flowers102,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
medical,resnet50,food101,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
medical,resnet50,gtsrb,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
medical,resnet50,oxford_pets,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
medical,vit_b16,beans,5,stl10,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
medical,vit_b16,dtd,5,cifar100_shared_images,0.0,1.0,0.00010639190673833454,0.0,-1.0,-0.33333333333333337,0.00010639190673833454,0.004477986377921643,-0.01095746755599969,0.6666666666666666,1.0,1.0,0.0
medical,vit_b16,eurosat,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
medical,vit_b16,flowers102,5,stl10,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
medical,vit_b16,food101,5,cifar100_shared_images,0.0,1.0,0.0004133340040843869,0.0,-1.0,-0.33333333333333337,0.0004133340040843869,0.011787089967432818,0.0015199899673462025,0.6666666666666666,1.0,1.0,0.0
medical,vit_b16,gtsrb,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
medical,vit_b16,oxford_pets,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
rendered_text,clip_b32,beans,10,cifar10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0
rendered_text,clip_b32,dtd,10,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0
rendered_text,clip_b32,eurosat,10,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0
rendered_text,clip_b32,flowers102,10,cifar100_shared_images,1.0,1.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0
rendered_text,clip_b32,food101,10,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0
rendered_text,clip_b32,gtsrb,10,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0
rendered_text,clip_b32,oxford_pets,10,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0
rendered_text,dinov2_b14,beans,10,handwritten_digits,0.0,0.0,0.0014829168620992261,0.001096066150413244,0.0,-0.3333333333333333,0.00038685071168598206,0.054054547044125545,-0.009375000000000022,0.8181818181818182,0.0,0.0,0.0
rendered_text,dinov2_b14,dtd,10,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0
rendered_text,dinov2_b14,eurosat,10,pathmnist,0.0,0.0,6.667249838521183e-05,6.667249838521183e-05,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0
rendered_text,dinov2_b14,flowers102,10,stl10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0
rendered_text,dinov2_b14,food101,10,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0
rendered_text,dinov2_b14,gtsrb,10,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0
rendered_text,dinov2_b14,oxford_pets,10,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0
rendered_text,resnet50,beans,10,breastmnist,0.0,0.0,0.002192129606896409,0.002192129606896409,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0
rendered_text,resnet50,dtd,10,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0
rendered_text,resnet50,eurosat,10,dermamnist,0.0,0.0,0.0006400102877616165,0.0008933392810820395,0.0,0.3333333333333333,-0.000253328993320423,-0.020764653820712575,0.002518510818481423,0.8181818181818182,0.0,0.0,0.0
rendered_text,resnet50,flowers102,10,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0
rendered_text,resnet50,food101,10,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0
rendered_text,resnet50,gtsrb,10,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0
rendered_text,resnet50,oxford_pets,10,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,1.0,1.0,0.0
rendered_text,vit_b16,beans,10,stl10,1.0,1.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
rendered_text,vit_b16,dtd,10,cifar100_shared_images,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
rendered_text,vit_b16,eurosat,10,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
rendered_text,vit_b16,flowers102,10,stl10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
rendered_text,vit_b16,food101,10,cifar100_shared_images,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
rendered_text,vit_b16,gtsrb,10,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
rendered_text,vit_b16,oxford_pets,10,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
