encoder,target,shortlist_size,oracle_source_family,dpp_best_candidate_recall,rank_best_candidate_recall,dpp_validation_regret,rank_validation_regret,dpp_minus_rank_best_recall,dpp_minus_rank_top3_recall,dpp_minus_rank_validation_regret,dpp_minus_rank_normalized_validation_regret,dpp_minus_rank_test_regret,shortlist_jaccard,dpp_best_candidate_family_recall,rank_best_candidate_family_recall,dpp_minus_rank_best_family_recall
dinov2_b14,eurosat,3,pathmnist,0.0,0.0,0.00046667213519446804,6.667249838521183e-05,0.0,-0.3333333333333333,0.0003999996368092562,0.028544198007707907,-0.0012592792510985884,0.5,0.0,0.0,0.0
dinov2_b14,eurosat,5,pathmnist,0.0,0.0,0.00046667213519446804,6.667249838521183e-05,0.0,-0.3333333333333333,0.0003999996368092562,0.028544198007707907,-0.0012592792510985884,0.6666666666666666,0.0,0.0,0.0
dinov2_b14,eurosat,8,pathmnist,0.0,0.0,6.667249838521183e-05,6.667249838521183e-05,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0
dinov2_b14,flowers102,3,stl10,0.0,0.0,0.000980383555094444,0.0007843112945556951,0.0,-0.3333333333333333,0.00019607226053874882,0.022900160383548127,7.997751235955253e-05,0.5,0.0,0.0,0.0
dinov2_b14,flowers102,5,stl10,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
dinov2_b14,flowers102,8,stl10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.0
dinov2_b14,food101,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.5,1.0,1.0,0.0
dinov2_b14,food101,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
dinov2_b14,food101,8,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.0
dinov2_b14,gtsrb,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0
dinov2_b14,gtsrb,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
dinov2_b14,gtsrb,8,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.0
dinov2_b14,oxford_pets,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0
dinov2_b14,oxford_pets,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
dinov2_b14,oxford_pets,8,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.0
resnet50,beans,3,rendered_sst2,0.0,0.0,0.01979367939369825,0.022179240118988308,0.0,0.0,-0.002385560725290059,-0.0735587593030449,-0.014062499999999978,0.5,0.0,0.0,0.0
resnet50,beans,5,rendered_sst2,0.0,0.0,0.016054156697388078,0.017214691293078066,0.0,0.3333333333333333,-0.0011605345956899882,-0.03578508150398757,0.018750000000000044,0.6666666666666666,0.0,0.0,0.0
resnet50,beans,8,rendered_sst2,0.0,0.0,0.016054156697388078,0.016054156697388078,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0
resnet50,dtd,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.5,1.0,1.0,0.0
resnet50,dtd,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
resnet50,dtd,8,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.0
resnet50,eurosat,3,dermamnist,0.0,0.0,0.0008933392810820395,0.0008933392810820395,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
resnet50,eurosat,5,dermamnist,0.0,0.0,0.0008933392810820395,0.0008933392810820395,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
resnet50,eurosat,8,dermamnist,0.0,0.0,0.0006400102877616165,0.0008933392810820395,0.0,0.3333333333333333,-0.000253328993320423,-0.020764653820712575,0.002518510818481423,0.7777777777777778,0.0,0.0,0.0
resnet50,flowers102,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0
resnet50,flowers102,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
resnet50,flowers102,8,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.0
resnet50,food101,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0
resnet50,food101,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
resnet50,food101,8,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.0
resnet50,gtsrb,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.5,1.0,1.0,0.0
resnet50,gtsrb,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
resnet50,gtsrb,8,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.0
resnet50,oxford_pets,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.5,1.0,1.0,0.0
resnet50,oxford_pets,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
resnet50,oxford_pets,8,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.0
vit_b16,beans,3,stl10,1.0,0.0,0.0,0.007027724306480465,1.0,0.3333333333333333,-0.007027724306480465,-0.26328506109294725,-0.012499999999999956,0.5,1.0,0.0,1.0
vit_b16,beans,5,stl10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
vit_b16,beans,8,stl10,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6,1.0,1.0,0.0
vit_b16,dtd,3,cifar100_shared_images,0.0,1.0,0.00010639190673833454,0.0,-1.0,-0.3333333333333333,0.00010639190673833454,0.004316907970168319,-0.01095746755599969,0.5,1.0,1.0,0.0
vit_b16,dtd,5,cifar100_shared_images,0.0,1.0,0.00010639190673833454,0.0,-1.0,-0.33333333333333337,0.00010639190673833454,0.004316907970168319,-0.01095746755599969,0.6666666666666666,1.0,1.0,0.0
vit_b16,dtd,8,cifar100_shared_images,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.0
vit_b16,eurosat,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.5,1.0,1.0,0.0
vit_b16,eurosat,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
vit_b16,eurosat,8,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.6,1.0,1.0,0.0
vit_b16,flowers102,3,stl10,1.0,0.0,0.0,0.003267983595530377,1.0,0.3333333333333333,-0.003267983595530377,-0.06605038328361183,0.005840051174163863,0.5,1.0,0.0,1.0
vit_b16,flowers102,5,stl10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
vit_b16,flowers102,8,stl10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.0
vit_b16,food101,3,cifar100_shared_images,0.0,1.0,0.0004133340040843869,0.0,-1.0,0.0,0.0004133340040843869,0.011787089967432818,0.0015199899673462025,0.5,1.0,1.0,0.0
vit_b16,food101,5,cifar100_shared_images,0.0,1.0,0.0004133340040843869,0.0,-1.0,-0.33333333333333337,0.0004133340040843869,0.011787089967432818,0.0015199899673462025,0.6666666666666666,1.0,1.0,0.0
vit_b16,food101,8,cifar100_shared_images,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.0
vit_b16,gtsrb,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.5,1.0,1.0,0.0
vit_b16,gtsrb,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
vit_b16,gtsrb,8,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6,1.0,1.0,0.0
vit_b16,oxford_pets,3,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.5,1.0,1.0,0.0
vit_b16,oxford_pets,5,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0
vit_b16,oxford_pets,8,tiny_imagenet,1.0,1.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6,1.0,1.0,0.0
