dataset,encoder,target_domain,budget,combination,selected_sample_count,selected_sample_ids_sha256,target_test_count,ridge_regularization,ridge_solver,evaluation_seconds,target_a_proxy_estimate,target_a_proxy_first_half,target_a_proxy_second_half,target_a_proxy_half_relative_difference,squared_loss,brier_score,nll,accuracy,macro_f1,ece,brier_rank,target_a_proxy_rank,in_brier_top_q,normalized_brier_regret
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_02|Clipart__block_03|Real World__block_01|Real World__block_02,5441,4ee385a0c5a59000c525ad9dd9d2a1722d3fdf51cc52eb79cb3664a1391ff766,3131,1.0,primal,0.10634605213999748,0.1288315543523176,0.12678804386056156,0.13087506484407369,0.03172375746034462,0.3624758461730278,0.9570208549680498,3.55864590283305,0.8901309485787289,0.8821484651383165,0.8603842810382417,151,113,0,0.0010846850762781855
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_02|Clipart__block_03|Real World__block_01|Real World__block_03,5504,9cd413f4048c2e2873105c108a64f8ffc0953887a36203b6271b95dd669ef2a5,3131,1.0,primal,0.1065711323171854,0.12786013358546772,0.12594077527816327,0.12977949189277213,0.030022779633988708,0.3622964544095085,0.9570042119894329,3.5581719685731894,0.8936442031299904,0.887091280512413,0.8638922738114384,145,102,0,0.001067275809885545
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_02|Clipart__block_03|Real World__block_02|Real World__block_03,5525,e5e0347d84d8209217818e9c6ffeab7db337ba2787ed2c8cbdc793ef7748a07e,3131,1.0,primal,0.10697289556264877,0.12784420311813743,0.1260008087866774,0.12968759744959746,0.02883813714661106,0.36229547341849555,0.9569290978447308,3.557315067995159,0.8901309485787289,0.8843765604122328,0.8603366246286931,116,101,0,0.0009887032066831236
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_02|Real World__block_00|Real World__block_01|Real World__block_02,5391,1d08392a13817ec7a4f1eacbac92ff3d8102c31d598ec21707f6bdcb4fabf8f5,3131,1.0,primal,0.10585345141589642,0.12075400634761461,0.11907102901445496,0.12243698368077428,0.027874476119904033,0.3462885650787778,0.9564394122476381,3.5496898569125093,0.8869370808048547,0.8794362270870457,0.8569045242917315,39,24,0,0.00047647115948460473
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_02|Real World__block_00|Real World__block_01|Real World__block_03,5454,ca519fc8aab984c74826eb97aa4c54caf39e633f61b22b780dccc0e77e1e933e,3131,1.0,primal,0.11850291676819324,0.11975513229255132,0.11812242966930253,0.12138783491580009,0.027267351168887344,0.3464814490099777,0.9564145582595399,3.5492431009127454,0.8926860427978281,0.8882147790385141,0.8626489565888816,27,14,0,0.00045047282651310757
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_02|Real World__block_00|Real World__block_02|Real World__block_03,5475,8123abf31223047a0bd620326d4f37b8dc484479c56738c605d2083ec5fb1eca,3131,1.0,primal,0.12419620528817177,0.12000669338668637,0.11844722906838542,0.12156615770498735,0.025989622316749433,0.3466183486689592,0.9563798112902135,3.5489424475656173,0.8907697221335037,0.8864588724096426,0.8607040476839175,18,16,0,0.0004141260126846808
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_02|Real World__block_01|Real World__block_02|Real World__block_03,5487,22620b00376c615bac9715725d1735454ba49b4f718da0890ac5580cb9b91c0c,3131,1.0,primal,0.12916387058794498,0.11865357788220901,0.117178932080655,0.12012822368376302,0.024856322546260506,0.34462730126176205,0.9563260183079458,3.5473995760219155,0.8907697221335037,0.8853267672159459,0.8606709942631181,10,7,1,0.0003578562559356696
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_03|Real World__block_00|Real World__block_01|Real World__block_02,5436,a998fdcbcd769da4a98aa0a784a1a2802d803ecb75952db7d8fe5273d5418c28,3131,1.0,primal,0.12392519600689411,0.12057952821422363,0.11865736222539686,0.12250169420305043,0.03188212820690151,0.3442798958890814,0.9564273886691084,3.548861239137044,0.8955605237943149,0.8887455223495406,0.8655420402065657,31,22,0,0.00046389398286049373
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_03|Real World__block_00|Real World__block_01|Real World__block_03,5499,5ce6e448ef19f7fe590fbcc67b24f88bce39aca897181b42f8425130adbddb15,3131,1.0,primal,0.11839962936937809,0.11953918713546344,0.1177087461569296,0.12136962811399726,0.03062495274389899,0.34404795505200253,0.9563868630549058,3.5480424369172083,0.8974768444586394,0.8919642698815038,0.8674419711077924,19,12,0,0.00042150245970729917
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_03|Real World__block_00|Real World__block_02|Real World__block_03,5520,a519bdfa1128701453f1b07a18839c47bde2bfbc348a7d564c12631167364a4f,3131,1.0,primal,0.10707250237464905,0.11982952672980504,0.1180348452935866,0.12162420816602351,0.0299539101120737,0.3441459997680027,0.9563617660898017,3.547950559297114,0.897157457681252,0.8919830917887637,0.8671014081372221,16,15,0,0.00039524996241092935
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_03|Real World__block_01|Real World__block_02|Real World__block_03,5532,e7f0f22ebdec27398952f27f0dce13c04c885cfa91b392a79335e0244d12599d,3131,1.0,primal,0.1068974919617176,0.11850964045106316,0.11679621700097703,0.1202230639011493,0.028916186793996174,0.34285667422956334,0.9563257858626939,3.5468128986435885,0.8942829766847652,0.8872637407038364,0.8642012331046243,9,6,1,0.00035761310827527834
office_home,dinov2_b14,Product,5,Clipart__block_00|Real World__block_00|Real World__block_01|Real World__block_02|Real World__block_03,5482,602f2750212de8965ef262b006ff6c2ab16393b8f2f601fb0e75347c92c2a717,3131,1.0,primal,0.10664045251905918,0.11445944731574086,0.11294968905182176,0.11596920557965992,0.026380666678467418,0.3331972787393867,0.9560463655520574,3.54305620904874,0.8946023634621527,0.890676133012593,0.8643849577708204,4,1,1,6.532753035352888e-05
office_home,dinov2_b14,Product,5,Clipart__block_01|Clipart__block_02|Clipart__block_03|Real World__block_00|Real World__block_01,5360,179eb0e2a869b8860b299d123a7c86746b612beb6d90589054b3c3b16149f55b,3131,1.0,primal,0.10561535879969597,0.13083185027869002,0.12891673825336908,0.13274696230401092,0.02927592969512344,0.36532077725186185,0.9571586073059234,3.5613460656624576,0.8885340146917917,0.8812459033191897,0.8588596792241566,265,191,0,0.001228779904580884
office_home,dinov2_b14,Product,5,Clipart__block_01|Clipart__block_02|Clipart__block_03|Real World__block_00|Real World__block_02,5381,ceb008e077ba97252a3cd863fc1e168888d08caeab14da8cdc90015146fa27e9,3131,1.0,primal,0.10567772760987282,0.13116135092562942,0.12918826744870202,0.13313443440255682,0.0300863549056638,0.3661209753350259,0.9570861680307814,3.560541187661441,0.885659533695305,0.8777046339124289,0.8559354180651797,206,206,0,0.001153005329171967
office_home,dinov2_b14,Product,5,Clipart__block_01|Clipart__block_02|Clipart__block_03|Real World__block_00|Real World__block_03,5444,c5e36347e081b39f90ce25de442e8b5d6c896655f493e0d0c7d18034b259d453,3131,1.0,primal,0.10672857239842415,0.1299376851708451,0.12808410687246796,0.13179126346922224,0.028530265041123503,0.3656006178791635,0.9570575800794807,3.560030571874091,0.8952411370169275,0.8909899283155086,0.8655117649259351,181,149,0,0.0011231011112270337
office_home,dinov2_b14,Product,5,Clipart__block_01|Clipart__block_02|Clipart__block_03|Real World__block_01|Real World__block_02,5393,b30007413a87d6ebb7468a1273582fc5ec51d47d47fde1d9e28b5306afd71a07,3131,1.0,primal,0.10826662741601467,0.12933567784492656,0.12750757048369757,0.13116378520615554,0.028269189007860414,0.3633475789992831,0.9570287111820249,3.5589295016037283,0.8837432130309805,0.872963041934541,0.853977944523781,156,130,0,0.001092903011605688
