config,construction_seed,overlap,budget,method,selected,merged_reff,unique_families,duplicate_count,rank_gap_vs_family
seed20260833_overlap0.50_k3,20260833,0.5,3,random_4,fashion_mnist|mnist|octmnist,316.6671142578125,3,0,232.5611572265625
seed20260833_overlap0.50_k5,20260833,0.5,5,collapse,tiny_imagenet|stl10|tiny_imagenet__overlap_050|cifar100_coarse|stl10__overlap_050,686.634521484375,3,2,114.4332275390625
seed20260833_overlap0.50_k5,20260833,0.5,5,r_sum,tiny_imagenet|tiny_imagenet__overlap_050|stl10|cifar100_coarse|stl10__overlap_050,686.634521484375,3,2,114.4332275390625
seed20260833_overlap0.50_k5,20260833,0.5,5,centroid_ff,tiny_imagenet|rendered_sst2|semeion|retinamnist|pathmnist,438.9520568847656,5,0,362.1156921386719
seed20260833_overlap0.50_k5,20260833,0.5,5,family_rank,tiny_imagenet|stl10|cifar100_coarse|cifar100|cifar10__overlap_050,801.0677490234375,5,0,0.0
seed20260833_overlap0.50_k5,20260833,0.5,5,random_0,bloodmnist|cifar100|cifar10__overlap_050|organcmnist__overlap_050|pathmnist,618.7485961914062,5,0,182.31915283203125
seed20260833_overlap0.50_k5,20260833,0.5,5,random_1,pneumoniamnist|rendered_sst2|retinamnist|tiny_imagenet__overlap_050|tissuemnist,452.0494079589844,5,0,349.0183410644531
seed20260833_overlap0.50_k5,20260833,0.5,5,random_2,fashion_mnist|organamnist|rendered_sst2|retinamnist|usps,385.61749267578125,5,0,415.45025634765625
seed20260833_overlap0.50_k5,20260833,0.5,5,random_3,bloodmnist|cifar100|cifar100__overlap_050|cifar100_coarse|organcmnist__overlap_050,609.4004516601562,4,1,191.66729736328125
seed20260833_overlap0.50_k5,20260833,0.5,5,random_4,cifar10|cifar100__overlap_050|octmnist|organcmnist__overlap_050|tissuemnist,595.3756713867188,5,0,205.69207763671875
seed20260833_overlap0.75_k3,20260833,0.75,3,collapse,tiny_imagenet|stl10|tiny_imagenet__overlap_075,426.59771728515625,2,1,122.63055419921875
seed20260833_overlap0.75_k3,20260833,0.75,3,r_sum,tiny_imagenet|tiny_imagenet__overlap_075|stl10,426.59771728515625,2,1,122.63055419921875
seed20260833_overlap0.75_k3,20260833,0.75,3,centroid_ff,tiny_imagenet|rendered_sst2|semeion,297.60382080078125,3,0,251.62445068359375
seed20260833_overlap0.75_k3,20260833,0.75,3,family_rank,tiny_imagenet|stl10|cifar100_coarse,549.228271484375,3,0,0.0
seed20260833_overlap0.75_k3,20260833,0.75,3,random_0,cifar100|fashion_mnist|organcmnist__overlap_075,432.10736083984375,3,0,117.12091064453125
seed20260833_overlap0.75_k3,20260833,0.75,3,random_1,bloodmnist|pneumoniamnist|tissuemnist,304.0903015136719,3,0,245.13796997070312
seed20260833_overlap0.75_k3,20260833,0.75,3,random_2,dermamnist|tiny_imagenet__overlap_075|usps,375.12164306640625,3,0,174.10662841796875
seed20260833_overlap0.75_k3,20260833,0.75,3,random_3,bloodmnist|cifar100_coarse|organsmnist,415.0517883300781,3,0,134.17648315429688
seed20260833_overlap0.75_k3,20260833,0.75,3,random_4,cifar100__overlap_075|cifar100_coarse__overlap_075|organcmnist__overlap_075,473.2763366699219,3,0,75.95193481445312
seed20260833_overlap0.75_k5,20260833,0.75,5,collapse,tiny_imagenet|stl10|tiny_imagenet__overlap_075|cifar100_coarse|stl10__overlap_075,613.2459106445312,3,2,187.882568359375
seed20260833_overlap0.75_k5,20260833,0.75,5,r_sum,tiny_imagenet|tiny_imagenet__overlap_075|stl10|stl10__overlap_075|cifar100_coarse,613.2462158203125,3,2,187.88226318359375
seed20260833_overlap0.75_k5,20260833,0.75,5,centroid_ff,tiny_imagenet|rendered_sst2|semeion|retinamnist|pathmnist,438.9520568847656,5,0,362.1764221191406
seed20260833_overlap0.75_k5,20260833,0.75,5,family_rank,tiny_imagenet|stl10|cifar100_coarse|cifar100__overlap_075|cifar10__overlap_075,801.1284790039062,5,0,0.0
seed20260833_overlap0.75_k5,20260833,0.75,5,random_0,cifar10|cifar100_coarse|dermamnist|organamnist|rendered_sst2,543.8679809570312,5,0,257.260498046875
seed20260833_overlap0.75_k5,20260833,0.75,5,random_1,bloodmnist|cifar10|cifar100_coarse|organcmnist|tiny_imagenet__overlap_075,703.9164428710938,5,0,97.2120361328125
seed20260833_overlap0.75_k5,20260833,0.75,5,random_2,breastmnist|organamnist|organcmnist__overlap_075|pathmnist|pneumoniamnist,471.43658447265625,5,0,329.69189453125
seed20260833_overlap0.75_k5,20260833,0.75,5,random_3,organamnist|organsmnist|rendered_sst2|semeion|usps,381.963623046875,5,0,419.16485595703125
seed20260833_overlap0.75_k5,20260833,0.75,5,random_4,cifar100_coarse|fashion_mnist|mnist|organcmnist|stl10__overlap_075,662.3062133789062,5,0,138.822265625
seed20260833_overlap1.00_k3,20260833,1.0,3,collapse,tiny_imagenet|stl10|tiny_imagenet__overlap_100,383.2428894042969,2,1,165.98538208007812
seed20260833_overlap1.00_k3,20260833,1.0,3,r_sum,tiny_imagenet|tiny_imagenet__overlap_100|stl10,383.2427062988281,2,1,165.98556518554688
seed20260833_overlap1.00_k3,20260833,1.0,3,centroid_ff,tiny_imagenet|rendered_sst2|semeion,297.60382080078125,3,0,251.62445068359375
seed20260833_overlap1.00_k3,20260833,1.0,3,family_rank,tiny_imagenet|stl10|cifar100_coarse,549.228271484375,3,0,0.0
seed20260833_overlap1.00_k3,20260833,1.0,3,random_0,cifar10__overlap_100|mnist|rendered_sst2,300.0263366699219,3,0,249.20193481445312
seed20260833_overlap1.00_k3,20260833,1.0,3,random_1,cifar100_coarse|cifar10__overlap_100|organcmnist,471.1197204589844,3,0,78.10855102539062
seed20260833_overlap1.00_k3,20260833,1.0,3,random_2,cifar10|octmnist|svhn,379.9344177246094,3,0,169.29385375976562
seed20260833_overlap1.00_k3,20260833,1.0,3,random_3,cifar100_coarse__overlap_100|organcmnist__overlap_100|organsmnist,427.159912109375,3,0,122.068359375
seed20260833_overlap1.00_k3,20260833,1.0,3,random_4,cifar100_coarse|organcmnist__overlap_100|tiny_imagenet,498.4151611328125,3,0,50.8131103515625
seed20260833_overlap1.00_k5,20260833,1.0,5,collapse,tiny_imagenet|stl10|tiny_imagenet__overlap_100|cifar100_coarse|stl10__overlap_100,540.5286865234375,3,2,258.82275390625
seed20260833_overlap1.00_k5,20260833,1.0,5,r_sum,tiny_imagenet|tiny_imagenet__overlap_100|stl10|stl10__overlap_100|cifar100_coarse,540.5281372070312,3,2,258.82330322265625
seed20260833_overlap1.00_k5,20260833,1.0,5,centroid_ff,tiny_imagenet|rendered_sst2|semeion|retinamnist|pathmnist,438.9520568847656,5,0,360.3993835449219
seed20260833_overlap1.00_k5,20260833,1.0,5,family_rank,tiny_imagenet|stl10|cifar100_coarse|cifar100|cifar10,799.3514404296875,5,0,0.0
seed20260833_overlap1.00_k5,20260833,1.0,5,random_0,cifar100|fashion_mnist|mnist|tiny_imagenet__overlap_100|usps,623.248046875,5,0,176.1033935546875
seed20260833_overlap1.00_k5,20260833,1.0,5,random_1,bloodmnist|cifar100_coarse|cifar100_coarse__overlap_100|octmnist|tiny_imagenet__overlap_100,536.0487060546875,4,1,263.302734375
seed20260833_overlap1.00_k5,20260833,1.0,5,random_2,cifar100|octmnist|stl10|svhn|tissuemnist,613.038330078125,5,0,186.3131103515625
seed20260833_overlap1.00_k5,20260833,1.0,5,random_3,cifar100_coarse|cifar10__overlap_100|mnist|pneumoniamnist|usps,568.6610717773438,5,0,230.69036865234375
seed20260833_overlap1.00_k5,20260833,1.0,5,random_4,cifar100|cifar100__overlap_100|organsmnist|rendered_sst2|stl10,496.4990234375,4,1,302.8524169921875
