construction,readout,metric,method,shortlist_size,absolute_gap_threshold,failure_rate,worst_domain_failure_rate,domain_count
hash_partition,ridge,error_rate,domain_moment,10,0.005,0.6666666666666666,1.0,6
hash_partition,ridge,error_rate,domain_moment,10,0.01,0.5833333333333334,1.0,6
hash_partition,ridge,error_rate,domain_moment,10,0.02,0.3333333333333333,1.0,6
hash_partition,ridge,error_rate,domain_moment,25,0.005,0.5833333333333334,1.0,6
hash_partition,ridge,error_rate,domain_moment,25,0.01,0.5,0.5,6
hash_partition,ridge,error_rate,domain_moment,25,0.02,0.3333333333333333,0.5,6
hash_partition,ridge,error_rate,domain_moment,50,0.005,0.16666666666666666,0.5,6
hash_partition,ridge,error_rate,domain_moment,50,0.01,0.08333333333333333,0.5,6
hash_partition,ridge,error_rate,domain_moment,50,0.02,0.08333333333333333,0.5,6
hash_partition,ridge,error_rate,domain_moment,100,0.005,0.0,0.0,6
hash_partition,ridge,error_rate,domain_moment,100,0.01,0.0,0.0,6
hash_partition,ridge,error_rate,domain_moment,100,0.02,0.0,0.0,6
hash_partition,ridge,error_rate,domain_moment,227,0.005,0.0,0.0,6
hash_partition,ridge,error_rate,domain_moment,227,0.01,0.0,0.0,6
hash_partition,ridge,error_rate,domain_moment,227,0.02,0.0,0.0,6
hash_partition,ridge,error_rate,exhaustive,455,0.005,0.0,0.0,6
hash_partition,ridge,error_rate,exhaustive,455,0.01,0.0,0.0,6
hash_partition,ridge,error_rate,exhaustive,455,0.02,0.0,0.0,6
hash_partition,ridge,error_rate,mean_matching,10,0.005,0.6666666666666666,1.0,6
hash_partition,ridge,error_rate,mean_matching,10,0.01,0.5,1.0,6
hash_partition,ridge,error_rate,mean_matching,10,0.02,0.4166666666666667,1.0,6
hash_partition,ridge,error_rate,mean_matching,25,0.005,0.6666666666666666,1.0,6
hash_partition,ridge,error_rate,mean_matching,25,0.01,0.5833333333333334,1.0,6
hash_partition,ridge,error_rate,mean_matching,25,0.02,0.5,1.0,6
hash_partition,ridge,error_rate,mean_matching,50,0.005,0.5,1.0,6
hash_partition,ridge,error_rate,mean_matching,50,0.01,0.3333333333333333,1.0,6
hash_partition,ridge,error_rate,mean_matching,50,0.02,0.25,1.0,6
hash_partition,ridge,error_rate,mean_matching,100,0.005,0.16666666666666666,0.5,6
hash_partition,ridge,error_rate,mean_matching,100,0.01,0.08333333333333333,0.5,6
hash_partition,ridge,error_rate,mean_matching,100,0.02,0.0,0.0,6
hash_partition,ridge,error_rate,mean_matching,227,0.005,0.0,0.0,6
hash_partition,ridge,error_rate,mean_matching,227,0.01,0.0,0.0,6
hash_partition,ridge,error_rate,mean_matching,227,0.02,0.0,0.0,6
hash_partition,ridge,error_rate,random,10,0.005,0.8416666666666667,0.95,6
hash_partition,ridge,error_rate,random,10,0.01,0.7083333333333334,0.85,6
hash_partition,ridge,error_rate,random,10,0.02,0.48750000000000004,0.75,6
hash_partition,ridge,error_rate,random,25,0.005,0.6666666666666666,0.85,6
hash_partition,ridge,error_rate,random,25,0.01,0.4916666666666667,0.75,6
hash_partition,ridge,error_rate,random,25,0.02,0.3125,0.575,6
hash_partition,ridge,error_rate,random,50,0.005,0.5125000000000001,0.775,6
hash_partition,ridge,error_rate,random,50,0.01,0.37083333333333335,0.65,6
hash_partition,ridge,error_rate,random,50,0.02,0.1708333333333333,0.375,6
hash_partition,ridge,error_rate,random,100,0.005,0.3875,0.6000000000000001,6
hash_partition,ridge,error_rate,random,100,0.01,0.23333333333333336,0.425,6
hash_partition,ridge,error_rate,random,100,0.02,0.12083333333333335,0.22499999999999998,6
hash_partition,ridge,error_rate,random,227,0.005,0.19583333333333333,0.35,6
hash_partition,ridge,error_rate,random,227,0.01,0.10833333333333334,0.3,6
hash_partition,ridge,error_rate,random,227,0.02,0.04583333333333334,0.125,6
hash_partition,ridge,error_rate,second_moment_mmd,10,0.005,0.6666666666666666,1.0,6
hash_partition,ridge,error_rate,second_moment_mmd,10,0.01,0.5,1.0,6
hash_partition,ridge,error_rate,second_moment_mmd,10,0.02,0.25,1.0,6
hash_partition,ridge,error_rate,second_moment_mmd,25,0.005,0.5,1.0,6
hash_partition,ridge,error_rate,second_moment_mmd,25,0.01,0.3333333333333333,1.0,6
hash_partition,ridge,error_rate,second_moment_mmd,25,0.02,0.25,1.0,6
hash_partition,ridge,error_rate,second_moment_mmd,50,0.005,0.16666666666666666,0.5,6
hash_partition,ridge,error_rate,second_moment_mmd,50,0.01,0.08333333333333333,0.5,6
hash_partition,ridge,error_rate,second_moment_mmd,50,0.02,0.08333333333333333,0.5,6
hash_partition,ridge,error_rate,second_moment_mmd,100,0.005,0.0,0.0,6
hash_partition,ridge,error_rate,second_moment_mmd,100,0.01,0.0,0.0,6
hash_partition,ridge,error_rate,second_moment_mmd,100,0.02,0.0,0.0,6
hash_partition,ridge,error_rate,second_moment_mmd,227,0.005,0.0,0.0,6
hash_partition,ridge,error_rate,second_moment_mmd,227,0.01,0.0,0.0,6
hash_partition,ridge,error_rate,second_moment_mmd,227,0.02,0.0,0.0,6
hash_partition,ridge,error_rate,target_a,10,0.005,0.5833333333333334,1.0,6
hash_partition,ridge,error_rate,target_a,10,0.01,0.5,1.0,6
hash_partition,ridge,error_rate,target_a,10,0.02,0.25,1.0,6
hash_partition,ridge,error_rate,target_a,25,0.005,0.5,1.0,6
hash_partition,ridge,error_rate,target_a,25,0.01,0.25,1.0,6
hash_partition,ridge,error_rate,target_a,25,0.02,0.08333333333333333,0.5,6
hash_partition,ridge,error_rate,target_a,50,0.005,0.16666666666666666,0.5,6
hash_partition,ridge,error_rate,target_a,50,0.01,0.08333333333333333,0.5,6
hash_partition,ridge,error_rate,target_a,50,0.02,0.0,0.0,6
hash_partition,ridge,error_rate,target_a,100,0.005,0.08333333333333333,0.5,6
hash_partition,ridge,error_rate,target_a,100,0.01,0.0,0.0,6
hash_partition,ridge,error_rate,target_a,100,0.02,0.0,0.0,6
hash_partition,ridge,error_rate,target_a,227,0.005,0.0,0.0,6
hash_partition,ridge,error_rate,target_a,227,0.01,0.0,0.0,6
hash_partition,ridge,error_rate,target_a,227,0.02,0.0,0.0,6
hash_partition,ridge,nll,domain_moment,10,0.01,0.08333333333333333,0.5,6
hash_partition,ridge,nll,domain_moment,10,0.05,0.0,0.0,6
hash_partition,ridge,nll,domain_moment,10,0.1,0.0,0.0,6
hash_partition,ridge,nll,domain_moment,25,0.01,0.08333333333333333,0.5,6
hash_partition,ridge,nll,domain_moment,25,0.05,0.0,0.0,6
hash_partition,ridge,nll,domain_moment,25,0.1,0.0,0.0,6
hash_partition,ridge,nll,domain_moment,50,0.01,0.0,0.0,6
hash_partition,ridge,nll,domain_moment,50,0.05,0.0,0.0,6
hash_partition,ridge,nll,domain_moment,50,0.1,0.0,0.0,6
hash_partition,ridge,nll,domain_moment,100,0.01,0.0,0.0,6
hash_partition,ridge,nll,domain_moment,100,0.05,0.0,0.0,6
hash_partition,ridge,nll,domain_moment,100,0.1,0.0,0.0,6
hash_partition,ridge,nll,domain_moment,227,0.01,0.0,0.0,6
hash_partition,ridge,nll,domain_moment,227,0.05,0.0,0.0,6
hash_partition,ridge,nll,domain_moment,227,0.1,0.0,0.0,6
hash_partition,ridge,nll,exhaustive,455,0.01,0.0,0.0,6
hash_partition,ridge,nll,exhaustive,455,0.05,0.0,0.0,6
hash_partition,ridge,nll,exhaustive,455,0.1,0.0,0.0,6
hash_partition,ridge,nll,mean_matching,10,0.01,0.25,1.0,6
hash_partition,ridge,nll,mean_matching,10,0.05,0.0,0.0,6
hash_partition,ridge,nll,mean_matching,10,0.1,0.0,0.0,6
hash_partition,ridge,nll,mean_matching,25,0.01,0.16666666666666666,0.5,6
hash_partition,ridge,nll,mean_matching,25,0.05,0.0,0.0,6
hash_partition,ridge,nll,mean_matching,25,0.1,0.0,0.0,6
hash_partition,ridge,nll,mean_matching,50,0.01,0.16666666666666666,0.5,6
hash_partition,ridge,nll,mean_matching,50,0.05,0.0,0.0,6
hash_partition,ridge,nll,mean_matching,50,0.1,0.0,0.0,6
hash_partition,ridge,nll,mean_matching,100,0.01,0.0,0.0,6
hash_partition,ridge,nll,mean_matching,100,0.05,0.0,0.0,6
hash_partition,ridge,nll,mean_matching,100,0.1,0.0,0.0,6
hash_partition,ridge,nll,mean_matching,227,0.01,0.0,0.0,6
hash_partition,ridge,nll,mean_matching,227,0.05,0.0,0.0,6
hash_partition,ridge,nll,mean_matching,227,0.1,0.0,0.0,6
hash_partition,ridge,nll,random,10,0.01,0.24166666666666667,0.525,6
hash_partition,ridge,nll,random,10,0.05,0.0,0.0,6
hash_partition,ridge,nll,random,10,0.1,0.0,0.0,6
hash_partition,ridge,nll,random,25,0.01,0.12499999999999999,0.3,6
hash_partition,ridge,nll,random,25,0.05,0.0,0.0,6
hash_partition,ridge,nll,random,25,0.1,0.0,0.0,6
hash_partition,ridge,nll,random,50,0.01,0.07083333333333333,0.19999999999999998,6
hash_partition,ridge,nll,random,50,0.05,0.0,0.0,6
hash_partition,ridge,nll,random,50,0.1,0.0,0.0,6
hash_partition,ridge,nll,random,100,0.01,0.0375,0.15,6
hash_partition,ridge,nll,random,100,0.05,0.0,0.0,6
hash_partition,ridge,nll,random,100,0.1,0.0,0.0,6
hash_partition,ridge,nll,random,227,0.01,0.012499999999999999,0.075,6
hash_partition,ridge,nll,random,227,0.05,0.0,0.0,6
hash_partition,ridge,nll,random,227,0.1,0.0,0.0,6
hash_partition,ridge,nll,second_moment_mmd,10,0.01,0.0,0.0,6
hash_partition,ridge,nll,second_moment_mmd,10,0.05,0.0,0.0,6
hash_partition,ridge,nll,second_moment_mmd,10,0.1,0.0,0.0,6
hash_partition,ridge,nll,second_moment_mmd,25,0.01,0.0,0.0,6
hash_partition,ridge,nll,second_moment_mmd,25,0.05,0.0,0.0,6
hash_partition,ridge,nll,second_moment_mmd,25,0.1,0.0,0.0,6
hash_partition,ridge,nll,second_moment_mmd,50,0.01,0.0,0.0,6
hash_partition,ridge,nll,second_moment_mmd,50,0.05,0.0,0.0,6
hash_partition,ridge,nll,second_moment_mmd,50,0.1,0.0,0.0,6
hash_partition,ridge,nll,second_moment_mmd,100,0.01,0.0,0.0,6
hash_partition,ridge,nll,second_moment_mmd,100,0.05,0.0,0.0,6
hash_partition,ridge,nll,second_moment_mmd,100,0.1,0.0,0.0,6
hash_partition,ridge,nll,second_moment_mmd,227,0.01,0.0,0.0,6
hash_partition,ridge,nll,second_moment_mmd,227,0.05,0.0,0.0,6
hash_partition,ridge,nll,second_moment_mmd,227,0.1,0.0,0.0,6
hash_partition,ridge,nll,target_a,10,0.01,0.0,0.0,6
hash_partition,ridge,nll,target_a,10,0.05,0.0,0.0,6
hash_partition,ridge,nll,target_a,10,0.1,0.0,0.0,6
hash_partition,ridge,nll,target_a,25,0.01,0.0,0.0,6
hash_partition,ridge,nll,target_a,25,0.05,0.0,0.0,6
hash_partition,ridge,nll,target_a,25,0.1,0.0,0.0,6
hash_partition,ridge,nll,target_a,50,0.01,0.0,0.0,6
hash_partition,ridge,nll,target_a,50,0.05,0.0,0.0,6
hash_partition,ridge,nll,target_a,50,0.1,0.0,0.0,6
hash_partition,ridge,nll,target_a,100,0.01,0.0,0.0,6
hash_partition,ridge,nll,target_a,100,0.05,0.0,0.0,6
hash_partition,ridge,nll,target_a,100,0.1,0.0,0.0,6
hash_partition,ridge,nll,target_a,227,0.01,0.0,0.0,6
hash_partition,ridge,nll,target_a,227,0.05,0.0,0.0,6
hash_partition,ridge,nll,target_a,227,0.1,0.0,0.0,6
