encoder,source,source_domain,adapter_seed,target,validation_accuracy,test_accuracy,source_samples,steps,width,batch_size,ridge,training_seconds,evaluation_seconds,device
resnet50,rendered_sst2,rendered_text,1,food101,0.36138617992401123,0.38819998502731323,500,600,256,128,0.01,1.2526642922312021,0.02514921873807907,npu:6
resnet50,rendered_sst2,rendered_text,1,gtsrb,0.6529006958007812,0.5875999927520752,500,600,256,128,0.01,1.2526642922312021,0.02561817318201065,npu:6
resnet50,rendered_sst2,rendered_text,1,oxford_pets,0.8741542100906372,0.8596347570419312,500,600,256,128,0.01,1.2526642922312021,0.018756188452243805,npu:6
resnet50,rendered_sst2,rendered_text,2,beans,0.889423131942749,0.8984375,500,600,256,128,0.01,1.2447885163128376,0.017237430438399315,npu:6
resnet50,rendered_sst2,rendered_text,2,dtd,0.5757979154586792,0.5792552828788757,500,600,256,128,0.01,1.2447885163128376,0.020917683839797974,npu:6
resnet50,rendered_sst2,rendered_text,2,eurosat,0.8866798281669617,0.8962962627410889,500,600,256,128,0.01,1.2447885163128376,0.021172108128666878,npu:6
resnet50,rendered_sst2,rendered_text,2,flowers102,0.6078431606292725,0.6471999883651733,500,600,256,128,0.01,1.2447885163128376,0.019344309344887733,npu:6
resnet50,rendered_sst2,rendered_text,2,food101,0.3514851927757263,0.37679997086524963,500,600,256,128,0.01,1.2447885163128376,0.023338351398706436,npu:6
resnet50,rendered_sst2,rendered_text,2,gtsrb,0.6273353099822998,0.5473999977111816,500,600,256,128,0.01,1.2447885163128376,0.029140325263142586,npu:6
resnet50,rendered_sst2,rendered_text,2,oxford_pets,0.8660351037979126,0.8609975576400757,500,600,256,128,0.01,1.2447885163128376,0.022320060059428215,npu:6
resnet50,rendered_sst2,rendered_text,3,beans,0.8605769872665405,0.8671875,500,600,256,128,0.01,1.2467179112136364,0.017466295510530472,npu:6
resnet50,rendered_sst2,rendered_text,3,dtd,0.5651596188545227,0.5622339844703674,500,600,256,128,0.01,1.2467179112136364,0.02231702022254467,npu:6
resnet50,rendered_sst2,rendered_text,3,eurosat,0.8886679410934448,0.8951851725578308,500,600,256,128,0.01,1.2467179112136364,0.02011031098663807,npu:6
resnet50,rendered_sst2,rendered_text,3,flowers102,0.6225491166114807,0.6551999449729919,500,600,256,128,0.01,1.2467179112136364,0.01923774741590023,npu:6
resnet50,rendered_sst2,rendered_text,3,food101,0.3495049774646759,0.37839996814727783,500,600,256,128,0.01,1.2467179112136364,0.022549111396074295,npu:6
resnet50,rendered_sst2,rendered_text,3,gtsrb,0.6558505296707153,0.5748000144958496,500,600,256,128,0.01,1.2467179112136364,0.0210779570043087,npu:6
resnet50,rendered_sst2,rendered_text,3,oxford_pets,0.857915997505188,0.8419187664985657,500,600,256,128,0.01,1.2467179112136364,0.020150331780314445,npu:6
resnet50,rendered_sst2,rendered_text,4,beans,0.879807710647583,0.859375,500,600,256,128,0.01,1.2181823495775461,0.015810756012797356,npu:6
resnet50,rendered_sst2,rendered_text,4,dtd,0.5678191781044006,0.5712765455245972,500,600,256,128,0.01,1.2181823495775461,0.019487472251057625,npu:6
resnet50,rendered_sst2,rendered_text,4,eurosat,0.8996023535728455,0.889629602432251,500,600,256,128,0.01,1.2181823495775461,0.022270608693361282,npu:6
resnet50,rendered_sst2,rendered_text,4,flowers102,0.5980392694473267,0.6441999673843384,500,600,256,128,0.01,1.2181823495775461,0.01875760592520237,npu:6
resnet50,rendered_sst2,rendered_text,4,food101,0.36435645818710327,0.38279998302459717,500,600,256,128,0.01,1.2181823495775461,0.02238568104803562,npu:6
resnet50,rendered_sst2,rendered_text,4,gtsrb,0.6489675641059875,0.5527999401092529,500,600,256,128,0.01,1.2181823495775461,0.021793236956000328,npu:6
