encoder,overlap,budget,seeds,collapse_minus_rank_mean,collapse_minus_rank_std,collapse_win_count,collapse_tie_count,collapse_loss_count,collapse_win_rate,dpp_minus_rank_mean,dpp_minus_rank_std,dpp_win_count,dpp_tie_count,dpp_loss_count,dpp_win_rate
resnet50,1.0,5,10,161.02916483049506,60.03701303280788,10,0,0,1.0,183.89617132394613,5.731384398815102,10,0,0,1.0
resnet50,1.0,8,10,10.459029633784883,33.074359936480874,1,9,0,0.1,150.81756457675894,54.89920442123102,10,0,0,1.0
resnet50,1.0,10,10,-0.0041657309182937755,0.0019076228839852813,0,1,9,0.0,102.88439348081536,1.9719941224770297,10,0,0,1.0
vit_b16,0.0,3,10,5.685621028553913,10.372147972933366,7,1,2,0.7,9.045619731228413,10.83130073755957,10,0,0,1.0
vit_b16,0.0,5,10,1.3139712541162454,2.2943076244718004,5,4,1,0.5,6.215696685262344,2.763111224229414,10,0,0,1.0
vit_b16,0.0,8,10,3.452766653627407,2.0890756818919627,8,2,0,0.8,-0.32234830135082576,0.9604807721107531,4,0,6,0.4
vit_b16,0.0,10,10,4.172976949388238,0.5549314708949029,10,0,0,1.0,0.758151540643621,0.3669543571900132,10,0,0,1.0
vit_b16,0.1,3,10,6.492897692973901,12.316539230395103,6,3,1,0.6,10.142904236220977,13.154428857418392,10,0,0,1.0
vit_b16,0.1,5,10,1.4769560085855118,2.6433062330581714,4,3,3,0.4,7.130215395677931,2.904939140114127,10,0,0,1.0
vit_b16,0.1,8,10,3.5357950745858036,2.1311699739618595,8,2,0,0.8,0.1694183272396458,1.2830283976619619,6,0,4,0.6
vit_b16,0.1,10,10,4.5552778292383325,0.5773598630374668,10,0,0,1.0,1.5405012237760274,0.41891012179768006,10,0,0,1.0
vit_b16,0.25,3,10,10.360695417829339,13.600713062836178,6,2,2,0.6,14.337650580473735,13.24587363618887,10,0,0,1.0
vit_b16,0.25,5,10,3.6958182187657256,4.438887167441225,6,3,1,0.6,9.85020070520478,3.959584685671097,10,0,0,1.0
vit_b16,0.25,8,10,4.277550002792213,2.8283427377348382,9,0,1,0.9,1.6988251147716937,2.185051287749198,8,0,2,0.8
vit_b16,0.25,10,10,4.990917151999736,0.8666498122322328,10,0,0,1.0,3.252064350708929,0.6537774484741409,10,0,0,1.0
vit_b16,0.5,3,10,30.151958256625665,30.1288725918978,7,2,1,0.7,34.29149794213405,30.093210699847937,10,0,0,1.0
vit_b16,0.5,5,10,9.762288743076681,7.698568140050882,8,1,1,0.8,14.671784984934641,7.81702882864854,10,0,0,1.0
