run_fingerprint,encoder,baseline,adapter_seed,target,test_accuracy,evaluation_seconds,device
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,frozen_identity,-1,flowers102,0.9962000250816345,0.24669882841408253,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,0,flowers102,0.9945999979972839,0.021626027300953865,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,1,flowers102,0.9950000047683716,0.025800060480833054,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,2,flowers102,0.9954000115394592,0.022107498720288277,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,3,flowers102,0.9955999851226807,0.025907011702656746,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,4,flowers102,0.9952000379562378,0.02064153179526329,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,frozen_identity,-1,food101,0.8703999519348145,0.20643561892211437,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,0,food101,0.8082000017166138,0.02315916307270527,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,1,food101,0.8181999921798706,0.022302787750959396,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,2,food101,0.8109999895095825,0.021187473088502884,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,3,food101,0.8065999746322632,0.028816182166337967,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,4,food101,0.8107999563217163,0.03322121687233448,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,frozen_identity,-1,gtsrb,0.6955999732017517,0.28021248802542686,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,0,gtsrb,0.5329999327659607,0.024818576872348785,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,1,gtsrb,0.5347999334335327,0.022261399775743484,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,2,gtsrb,0.536799967288971,0.022816050797700882,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,3,gtsrb,0.5419999361038208,0.023210324347019196,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,4,gtsrb,0.5383999347686768,0.022213028743863106,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,frozen_identity,-1,oxford_pets,0.9493049383163452,0.21576554141938686,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,0,oxford_pets,0.9424910545349121,0.021191075444221497,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,1,oxford_pets,0.9364949464797974,0.01995186135172844,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,2,oxford_pets,0.9414008259773254,0.01891692727804184,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,3,oxford_pets,0.9375851154327393,0.020785342901945114,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,4,oxford_pets,0.9414008855819702,0.02148752473294735,npu:4
