method,shortlist_size,target,encoders,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_vs_exhaustive_validation_selection_mean,removed_fraction_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,selected_family_count_mean,removed_family_fraction_mean
pool_vendi_subspace,8,dtd,4,0.75,0.3333333333333333,0.0009175527095794667,0.048545949070647645,0.0009308487176895031,0.5,0.75,0.4583333333333333,8.0,0.3846153846153846
pool_vendi_subspace,8,eurosat,4,0.5,0.5,0.0010566699099540666,0.07710163690077707,0.0020185202360153143,0.5,0.5,0.625,8.0,0.3846153846153846
pool_vendi_subspace,8,flowers102,4,0.25,0.5,0.0020915051301320375,0.08508991905247616,0.0032399952411651667,0.5,0.75,0.7083333333333334,8.0,0.3846153846153846
pool_vendi_subspace,8,food101,4,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.8333333333333333,8.0,0.3846153846153846
pool_vendi_subspace,8,gtsrb,4,0.5,0.5833333333333333,0.0021033330349127244,0.06238262493436761,0.0037299960851669145,0.5,0.5,0.8333333333333333,8.0,0.3846153846153846
pool_vendi_subspace,8,oxford_pets,4,0.5,0.5,0.0007608700513948019,0.06567025469250524,-6.814599037172075e-05,0.5,1.0,0.8333333333333333,8.0,0.3846153846153846
rank_only,3,beans,4,0.25,0.25,0.0057704691470706615,0.2152313539983423,-0.0078125,0.8125,0.25,0.29166666666666663,1.5,0.8846153846153846
rank_only,3,dtd,4,0.5,0.3333333333333333,0.0014539019266764375,0.05843482985495293,-0.0014361709356308094,0.8125,0.5,0.29166666666666663,1.5,0.8846153846153846
rank_only,3,eurosat,4,0.25,0.08333333333333333,0.002593333208958326,0.1918343237131455,0.0033888965845108032,0.8125,0.25,0.08333333333333333,1.5,0.8846153846153846
rank_only,3,flowers102,4,0.0,0.16666666666666666,0.006013070543607085,0.20997252352520893,0.0005000174045562689,0.8125,0.0,0.20833333333333331,1.5,0.8846153846153846
rank_only,3,food101,4,0.5,0.41666666666666663,0.0009733335097630996,0.021436573015700268,0.001719999313354495,0.8125,0.5,0.41666666666666663,1.5,0.8846153846153846
rank_only,3,gtsrb,4,0.25,0.25,0.002503334234754212,0.08145818331190106,0.00817999392747877,0.8125,0.25,0.29166666666666663,1.5,0.8846153846153846
rank_only,3,oxford_pets,4,0.75,0.5833333333333333,6.793455639175772e-05,0.0017663627716998863,-8.176565170286976e-05,0.8125,0.75,0.5416666666666666,1.5,0.8846153846153846
rank_only,5,beans,4,0.5,0.5,0.00425531695555445,0.156419883282777,-0.00390625,0.6875,0.5,0.5416666666666666,3.25,0.75
rank_only,5,dtd,4,0.75,0.5,0.0007579777638117569,0.040103145611714935,-0.00021276473999023993,0.6875,0.75,0.5416666666666666,3.25,0.75
rank_only,5,eurosat,4,0.25,0.16666666666666666,0.002066667162179958,0.15662897929122277,0.004481488466262812,0.6875,0.25,0.16666666666666666,3.25,0.75
rank_only,5,flowers102,4,0.0,0.25,0.005424834092458086,0.19204815420836568,0.0024200081825256348,0.6875,0.0,0.29166666666666663,3.25,0.75
rank_only,5,food101,4,0.75,0.6666666666666666,0.00034333374698956864,0.006189910768658631,-0.0004800021648407038,0.6875,0.75,0.6666666666666666,3.25,0.75
rank_only,5,gtsrb,4,0.5,0.5833333333333333,0.0023633332717418742,0.07734329004081636,0.0012599974870681763,0.6875,0.5,0.625,3.25,0.75
rank_only,5,oxford_pets,4,0.75,0.6666666666666666,6.793455639175772e-05,0.0017663627716998863,-8.176565170286976e-05,0.6875,0.75,0.7083333333333333,3.25,0.75
rank_only,8,beans,4,0.5,0.6666666666666666,0.00425531695555445,0.156419883282777,-0.00390625,0.5,0.5,0.7083333333333334,6.0,0.5384615384615384
rank_only,8,dtd,4,0.75,0.8333333333333334,0.000740246574083947,0.03916502246685195,0.0018351107835769542,0.5,0.75,0.8333333333333334,6.0,0.5384615384615384
rank_only,8,eurosat,4,0.25,0.5,0.0010433363095919412,0.07528739129612905,0.0037963002920150535,0.5,0.25,0.5416666666666666,6.0,0.5384615384615384
rank_only,8,flowers102,4,0.25,0.41666666666666663,0.004166665077209475,0.16220321285733286,0.0030700027942657526,0.5,0.25,0.4583333333333333,6.0,0.5384615384615384
rank_only,8,food101,4,0.75,0.75,0.00034333374698956864,0.006189910768658631,-0.0004800021648407038,0.5,0.75,0.75,6.0,0.5384615384615384
rank_only,8,gtsrb,4,0.5,0.6666666666666666,0.0023633332717418742,0.07734329004081636,0.0012599974870681763,0.5,0.5,0.75,6.0,0.5384615384615384
rank_only,8,oxford_pets,4,0.75,0.8333333333333333,6.793455639175772e-05,0.0017663627716998863,-8.176565170286976e-05,0.5,0.75,0.7916666666666666,6.0,0.5384615384615384
