method,shortlist_size,target,encoders,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_vs_exhaustive_validation_selection_mean,removed_fraction_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,selected_family_count_mean,removed_family_fraction_mean
kcenter_subspace,5,flowers102,4,0.25,0.25,0.003823530872662878,0.0978850362459836,0.001059982180595359,0.7619047619047619,0.25,0.3333333333333333,5.0,0.7058823529411764
kcenter_subspace,5,food101,4,0.5,0.25,0.0031399997234344557,0.11032536646860591,0.00394999384880064,0.7619047619047619,0.5,0.25,5.0,0.7058823529411764
kcenter_subspace,5,gtsrb,4,0.75,0.41666666666666663,0.0009633322487274665,0.041051102490038155,0.0010400027036666926,0.7619047619047619,0.75,0.5,5.0,0.7058823529411764
kcenter_subspace,5,oxford_pets,4,0.75,0.3333333333333333,0.0015036229864842654,0.052201254403264105,0.003338786959648149,0.7619047619047619,0.75,0.3333333333333333,5.0,0.7058823529411764
kcenter_subspace,10,beans,4,0.5,0.75,0.0015151532051026206,0.07789468411882039,0.009374999999999994,0.5238095238095238,0.75,0.7916666666666666,9.75,0.4264705882352941
kcenter_subspace,10,dtd,4,0.5,0.41666666666666663,0.0006205707788467518,0.023176897539870657,-0.0010106414556503296,0.5238095238095238,0.5,0.4583333333333333,9.75,0.4264705882352941
kcenter_subspace,10,eurosat,4,0.25,0.5,0.0006366706846158421,0.04791104240038411,0.0018888860940933228,0.5238095238095238,0.25,0.5833333333333333,9.75,0.4264705882352941
kcenter_subspace,10,flowers102,4,1.0,0.5833333333333333,0.0,0.0,0.0,0.5238095238095238,1.0,0.6666666666666666,9.75,0.4264705882352941
kcenter_subspace,10,food101,4,0.5,0.5833333333333333,0.000610000991821319,0.020862881405736992,0.0022799909114837452,0.5238095238095238,0.5,0.625,9.75,0.4264705882352941
kcenter_subspace,10,gtsrb,4,0.75,0.5,0.0009633322487274665,0.041051102490038155,0.0010400027036666926,0.5238095238095238,0.75,0.5833333333333333,9.75,0.4264705882352941
kcenter_subspace,10,oxford_pets,4,0.75,0.41666666666666663,0.0006431157611634097,0.022327039265165754,0.0011174738407135065,0.5238095238095238,0.75,0.41666666666666663,9.75,0.4264705882352941
pool_vendi_subspace,3,beans,4,0.25,0.16666666666666666,0.004158606326902875,0.2412333443925092,0.008984374999999989,0.8571428571428572,0.25,0.16666666666666666,3.0,0.8235294117647058
pool_vendi_subspace,3,dtd,4,0.5,0.3333333333333333,0.0008333361148834262,0.03109244229632305,-0.0016489386558532493,0.8571428571428572,0.5,0.375,3.0,0.8235294117647058
pool_vendi_subspace,3,eurosat,4,0.25,0.3333333333333333,0.0007000029329459478,0.05310220585556225,0.001259258389472967,0.8571428571428572,0.25,0.41666666666666663,3.0,0.8235294117647058
pool_vendi_subspace,3,flowers102,4,0.25,0.25,0.003823530872662878,0.0978850362459836,0.001059982180595359,0.8571428571428572,0.25,0.25,3.0,0.8235294117647058
pool_vendi_subspace,3,food101,4,0.5,0.25,0.0031399997234344557,0.11032536646860591,0.00394999384880064,0.8571428571428572,0.5,0.25,3.0,0.8235294117647058
pool_vendi_subspace,3,gtsrb,4,0.75,0.41666666666666663,0.0009633322487274665,0.041051102490038155,0.0010400027036666926,0.8571428571428572,0.75,0.41666666666666663,3.0,0.8235294117647058
pool_vendi_subspace,3,oxford_pets,4,0.75,0.3333333333333333,0.0015036229864842654,0.052201254403264105,0.003338786959648149,0.8571428571428572,0.75,0.3333333333333333,3.0,0.8235294117647058
pool_vendi_subspace,5,beans,4,0.5,0.3333333333333333,0.0016763376342258385,0.09562496587344646,0.004687500000000011,0.7619047619047619,0.5,0.3333333333333333,5.0,0.7058823529411764
pool_vendi_subspace,5,dtd,4,0.5,0.3333333333333333,0.0008333361148834262,0.03109244229632305,-0.0016489386558532493,0.7619047619047619,0.5,0.375,5.0,0.7058823529411764
pool_vendi_subspace,5,eurosat,4,0.25,0.3333333333333333,0.0007000029329459478,0.05310220585556225,0.001259258389472967,0.7619047619047619,0.25,0.41666666666666663,5.0,0.7058823529411764
pool_vendi_subspace,5,flowers102,4,0.75,0.5,0.0025490200519561468,0.048689147929379534,0.0024699956178665106,0.7619047619047619,0.75,0.5,5.0,0.7058823529411764
pool_vendi_subspace,5,food101,4,0.5,0.41666666666666663,0.0031399997234344557,0.11032536646860591,0.00394999384880064,0.7619047619047619,0.5,0.41666666666666663,5.0,0.7058823529411764
pool_vendi_subspace,5,gtsrb,4,0.75,0.5833333333333333,0.0009633322487274665,0.041051102490038155,0.0010400027036666926,0.7619047619047619,0.75,0.5833333333333333,5.0,0.7058823529411764
pool_vendi_subspace,5,oxford_pets,4,0.75,0.3333333333333333,0.0015036229864842654,0.052201254403264105,0.003338786959648149,0.7619047619047619,0.75,0.3333333333333333,5.0,0.7058823529411764
pool_vendi_subspace,10,beans,4,0.5,0.75,0.0015151532051026206,0.07789468411882039,0.009374999999999994,0.5238095238095238,0.75,0.7916666666666666,9.75,0.4264705882352941
pool_vendi_subspace,10,dtd,4,0.75,0.41666666666666663,2.6597976684583635e-05,0.0010792269925420797,-0.0027393668889999223,0.5238095238095238,0.75,0.4583333333333333,9.75,0.4264705882352941
pool_vendi_subspace,10,eurosat,4,0.5,0.5,0.00027667060573902114,0.02144044989823566,0.0009629607200622448,0.5238095238095238,0.5,0.5833333333333333,9.75,0.4264705882352941
pool_vendi_subspace,10,flowers102,4,0.75,0.6666666666666666,0.0010130721330642578,0.019350816370410535,-0.00019000768661497913,0.5238095238095238,0.75,0.6666666666666666,9.75,0.4264705882352941
pool_vendi_subspace,10,food101,4,0.75,0.5833333333333333,0.00010333350102109673,0.0029467724918582046,0.00037999749183655063,0.5238095238095238,0.75,0.625,9.75,0.4264705882352941
pool_vendi_subspace,10,gtsrb,4,1.0,0.6666666666666666,0.0,0.0,0.0,0.5238095238095238,1.0,0.6666666666666666,9.75,0.4264705882352941
pool_vendi_subspace,10,oxford_pets,4,1.0,0.41666666666666663,0.0,0.0,0.0,0.5238095238095238,1.0,0.41666666666666663,9.75,0.4264705882352941
rank_only,3,beans,4,0.0,0.08333333333333333,0.009300450368668473,0.3678813034456627,0.0035156249999999944,0.8571428571428572,0.0,0.08333333333333333,2.25,0.8676470588235294
rank_only,3,dtd,4,1.0,0.75,0.0,0.0,0.0,0.8571428571428572,1.0,0.75,2.25,0.8676470588235294
rank_only,3,eurosat,4,0.5,0.5833333333333333,0.00024000294486681284,0.019495563851486826,0.0006481528282165361,0.8571428571428572,0.5,0.5833333333333333,2.25,0.8676470588235294
