dataset,encoder,target_domain,budget,method,repeat,selected,selected_sample_count,selected_sample_ids_sha256,target_test_count,ridge_regularization,ridge_solver,evaluation_seconds,evaluation_cache_hit,squared_loss,brier_score,nll,accuracy,macro_f1,ece
pacs,resnet50,art_painting,1,second_moment_mmd,-1,photo__block_00,433,cc262b61aeab625164e76dac829392b22585e0cc42652fb900ca0c965c21e3b2,1415,1.0,dual,0.06006031110882759,1,0.4931552216953623,0.7684178170361103,1.6851201341636326,0.7130742049469965,0.7074357796084281,0.5184322742964762
pacs,resnet50,art_painting,1,size,-1,sketch__block_00,1032,9cbf220bef3650f4f6aecdc464e393a7c7d5ed8cd6f12f56d4f83c74f8978dca,1415,1.0,dual,0.2055650521069765,1,0.9144605691914706,0.8300856136759401,1.8595427363238124,0.2706713780918728,0.25951900373646203,0.08258372014551585
pacs,resnet50,art_painting,1,spectrum_rank_l,-1,photo__block_03,427,c599d6d348075a2382c24c3244f34028e265eb4971bb816fe5199f9c961ab390,1415,1.0,dual,0.05894634127616882,1,0.4870644450665849,0.7685189751935623,1.6849368588734703,0.7519434628975264,0.7437033217765899,0.5583843631555411
pacs,resnet50,art_painting,1,target_a,-1,cartoon__block_00,596,b0f86f43776b9fcdda1ad2153e3a7fb233f177b4b908e0cb299f0fbc5deff6bd,1415,1.0,dual,0.13163927383720875,1,0.521518169719777,0.766978970921496,1.6769884783016489,0.6982332155477032,0.678846720508243,0.49878893883657544
pacs,resnet50,art_painting,1,target_energy,-1,cartoon__block_00,596,b0f86f43776b9fcdda1ad2153e3a7fb233f177b4b908e0cb299f0fbc5deff6bd,1415,1.0,dual,0.13163927383720875,1,0.521518169719777,0.766978970921496,1.6769884783016489,0.6982332155477032,0.678846720508243,0.49878893883657544
pacs,resnet50,art_painting,3,bayesian_d,-1,cartoon__block_00|photo__block_00|sketch__block_00,2061,ba72dca4da1343311904c35bad8a3d807e2664d9922bbf7d399f6aa444dab028,1415,1.0,primal,0.5363284274935722,0,0.3993646460408133,0.7242751118189829,1.5664071124411838,0.7936395759717314,0.7783645344688236,0.573009509108244
pacs,resnet50,art_painting,3,collapse_4s,-1,cartoon__block_00|sketch__block_00|sketch__block_02,2591,76a0e322b1928143d88bab5c8b9a8eab49d14b72f85fde65b77ff71a022532b4,1415,1.0,primal,0.4924891497939825,0,0.5248046736338758,0.7583435523084276,1.6541976147993795,0.7137809187279152,0.688997866365905,0.5085363415700802
pacs,resnet50,art_painting,3,domain_balance,-1,cartoon__block_00|photo__block_00|sketch__block_00,2061,ba72dca4da1343311904c35bad8a3d807e2664d9922bbf7d399f6aa444dab028,1415,1.0,primal,0.5363284274935722,1,0.3993646460408133,0.7242751118189829,1.5664071124411838,0.7936395759717314,0.7783645344688236,0.573009509108244
pacs,resnet50,art_painting,3,dpp_subspace,-1,cartoon__block_00|photo__block_00|sketch__block_00,2061,ba72dca4da1343311904c35bad8a3d807e2664d9922bbf7d399f6aa444dab028,1415,1.0,primal,0.5363284274935722,1,0.3993646460408133,0.7242751118189829,1.5664071124411838,0.7936395759717314,0.7783645344688236,0.573009509108244
pacs,resnet50,art_painting,3,effective_rank,-1,cartoon__block_00|photo__block_00|sketch__block_00,2061,ba72dca4da1343311904c35bad8a3d807e2664d9922bbf7d399f6aa444dab028,1415,1.0,primal,0.5363284274935722,1,0.3993646460408133,0.7242751118189829,1.5664071124411838,0.7936395759717314,0.7783645344688236,0.573009509108244
pacs,resnet50,art_painting,3,facility_subspace,-1,cartoon__block_02|photo__block_00|sketch__block_00,2049,5e0073461f4e4b375d1e8005ea31891b6a18f1f90b3f26de9b20ab8d0c42f063,1415,1.0,primal,0.5416738633066416,0,0.3828193370812889,0.7153423773007119,1.5442070787235074,0.8021201413427562,0.7820386172376492,0.5766194151331793
pacs,resnet50,art_painting,3,kcenter_subspace,-1,cartoon__block_03|photo__block_01|sketch__block_00,2042,872fb6287acd9dfccc41c69eb3a4466533ddaf4262dd54d0cc80dc9b307f7b8a,1415,1.0,dual,0.5622522942721844,0,0.38763792557292764,0.7208397507826738,1.5581461172599138,0.8120141342756184,0.797558557598333,0.5906257956944598
pacs,resnet50,art_painting,3,random,0,cartoon__block_00|cartoon__block_01|sketch__block_02,2128,7d1a3cc1d76de45d432733e63078e646dafe30d1a6f95459a85a131e4d3e117a,1415,1.0,primal,0.4846405517309904,0,0.4652983081906246,0.7466369551023392,1.621939564195505,0.7561837455830389,0.7395443398618111,0.5470972179251455
pacs,resnet50,art_painting,3,random,1,cartoon__block_03|sketch__block_01|sketch__block_02,2534,49927728bd35edd1b48e8ea2cc452dd1c862f11611d835a8efa82dbbbf1948d2,1415,1.0,primal,0.5199232306331396,0,0.5060717416191377,0.7535709492845568,1.6418845250336012,0.7229681978798587,0.7000096114761669,0.5163438312595434
pacs,resnet50,art_painting,3,random,2,cartoon__block_01|cartoon__block_02|sketch__block_00,2185,814a5821601f16c7ab013d990be20d375dbb432286c2b9cf7a72767bbd754783,1415,1.0,primal,0.499975236132741,0,0.4483022515614528,0.7380588766936088,1.6004207804374946,0.7583038869257951,0.7327269427276123,0.5441345408395765
pacs,resnet50,art_painting,3,random,3,cartoon__block_01|photo__block_00|photo__block_03,1429,b7b3d3f779eab9be429f24c5c791ec38108063e0f8f18e8e7a1415b08d0be81e,1415,1.0,dual,0.30998736433684826,0,0.36618976906497863,0.7226300467321682,1.5613602210884137,0.8289752650176678,0.8164363919631267,0.60980769670286
pacs,resnet50,art_painting,3,random,4,cartoon__block_02|photo__block_00|photo__block_01,1432,32484c2986aa86beac89b6317299248e433f04ad98a51e43abe805c96484ad8b,1415,1.0,dual,0.2988350074738264,0,0.3710866974421098,0.7209579733335705,1.5573849353999807,0.823321554770318,0.810555980246041,0.6023707958411355
pacs,resnet50,art_painting,3,random,5,cartoon__block_02|photo__block_01|photo__block_02,1394,ad08da7008a6f9c0065e06ad4d48101a5a6a122f91e4d2bc2e644b445bef19d4,1415,1.0,dual,0.2954137958586216,0,0.36917230003597984,0.7224545905351143,1.5610907728949797,0.8247349823321555,0.8116957567625108,0.6049135456318697
pacs,resnet50,art_painting,3,random,6,cartoon__block_01|cartoon__block_02|sketch__block_01,2129,62777fda3932691c77049aa1b000b3bc5d71a16870301d2d9b5e73ee5b6b5a97,1415,1.0,primal,0.519957659766078,0,0.4527417755942269,0.7421245855415511,1.6105705787514042,0.7618374558303886,0.7388464942937646,0.5503618399871621
pacs,resnet50,art_painting,3,random,7,photo__block_03|sketch__block_00|sketch__block_01,2435,844af479c6ef1527798078a449a8d80c8eb5ceffd9e1f06c18406d2bbb096cae,1415,1.0,primal,0.4874556250870228,0,0.5333708375049686,0.7554372586119847,1.6523221917511062,0.6819787985865724,0.6827193879685406,0.4726425844590118
pacs,resnet50,art_painting,3,random,8,photo__block_00|sketch__block_00|sketch__block_03,2423,8a3fb2e4d0c4d0651b8584e1cbec0b58f6f08c4a97a6660f1637510ccaa900ca,1415,1.0,primal,0.4864908177405596,0,0.5127835992722201,0.7537232330462144,1.6466521528752993,0.6876325088339222,0.6911523539949425,0.47913063298137815
pacs,resnet50,art_painting,3,random,9,cartoon__block_02|photo__block_03|sketch__block_02,1974,b8c829039c05360e4cd74e6d0ae9b8335640f5f820fdd48baccb05204bc64e37,1415,1.0,dual,0.4058647882193327,0,0.38505090394496766,0.7178084988009523,1.5505222964731729,0.7957597173144876,0.7752438425377649,0.5717798111276807
pacs,resnet50,art_painting,3,random,10,photo__block_00|photo__block_02|sketch__block_02,1791,826a658e2e71f742fe16bdb837968ae41b940492da0953db833dff4d72ac96bd,1415,1.0,dual,0.4395162910223007,0,0.4768022048814775,0.7552242126096522,1.6504901728321113,0.7406360424028269,0.738714152016882,0.5368486905343709
pacs,resnet50,art_painting,3,random,11,cartoon__block_00|photo__block_01|sketch__block_00,2043,bc23d826e5a1213461a5f3968e21967fda8692bcb44b7ea5555e7026380254ca,1415,1.0,dual,0.556178854778409,0,0.4052712617213819,0.725140166200328,1.569149695660823,0.7950530035335689,0.7790373888861124,0.5747169181841564
pacs,resnet50,art_painting,3,random,12,cartoon__block_03|photo__block_02|sketch__block_01,1966,d05409f6eb291c6443d00903dd50fa722cadd0eb523f4b44666ee65cec6da9fa,1415,1.0,dual,0.523954764008522,0,0.3874743671187897,0.7251509250011262,1.5680330245575218,0.8176678445229681,0.8067822987766448,0.5992366651822326
pacs,resnet50,art_painting,3,random,13,cartoon__block_01|photo__block_03|sketch__block_01,1972,43395c6c0d80e7dbca24500ad5674a8832ca6a5cc446db4bd0959e0cd5f210ce,1415,1.0,dual,0.5064070466905832,0,0.38474119685676667,0.7224885076736983,1.5618092987767669,0.8106007067137809,0.7949910736810896,0.5902193143441028
pacs,resnet50,art_painting,3,random,14,photo__block_00|photo__block_01|photo__block_03,1275,54e6bd75bfed80fc8f38fb477d0edaeba32ce568e609396e3964e17ec490b6fb,1415,1.0,dual,0.266131104901433,0,0.47182358228407884,0.7588022176820338,1.661402278137831,0.7236749116607774,0.7166175407923969,0.5232126230505781
