encoder,source,source_domain,adapter_seed,target,validation_accuracy,validation_accuracy_std,validation_fold_accuracies,validation_partition_accuracies,validation_accuracy_std_across_partitions,validation_examples,unique_validation_examples,target_validation_protocol,target_cv_folds,target_cv_partitions,target_cv_seed,test_accuracy,source_samples,steps,width,batch_size,ridge,training_seconds,evaluation_seconds,device
dinov2_b14,bloodmnist,medical,2,oxford_pets,0.9402173762142225,0.006591987580257278,0.9336941242|0.9307065010|0.9429348111|0.9482993484|0.9468664527|0.9431663752|0.9361413121|0.9279891253|0.9387755394|0.9455040097|0.9309877753|0.9442934990|0.9483695626|0.9455782771|0.9400544167,0.9404891198|0.9383151950|0.9418478138,0.0014549300724080493,11040,3680,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.9362223744392395,500,600,256,128,0.01,1.1668964214622974,0.1482470352202654,npu:4
dinov2_b14,bloodmnist,medical,3,beans,0.9094132901890518,0.01515625779791543,0.9134615660|0.9178743958|0.9178743958|0.8932038546|0.9077670574|0.9086539745|0.9033816457|0.8792270422|0.8932038546|0.9320387840|0.9278846979|0.9130434990|0.8888888359|0.9320388436|0.9126213193,0.9100580401|0.9032882095|0.9148936209,0.004759773832969593,3102,1034,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.921875,500,600,256,128,0.01,1.1473777368664742,0.08688446879386902,npu:4
dinov2_b14,bloodmnist,medical,3,dtd,0.7421099503835041,0.013883094773244935,0.7473404408|0.7327128053|0.7526595592|0.7273936868|0.7327127457|0.7486702204|0.7446808815|0.7473404408|0.7154255509|0.7566488981|0.7579787970|0.7207447290|0.7672872543|0.7420212626|0.7380319834,0.7385638475|0.7425531983|0.7452128053,0.002732460586262112,11280,3760,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.7324467301368713,500,600,256,128,0.01,1.1473777368664742,0.09575613960623741,npu:4
dinov2_b14,bloodmnist,medical,3,eurosat,0.9056666661302248,0.007150666664642987,0.9015904069|0.9001996517|0.9109109640|0.9147442579|0.8955823183|0.9105367064|0.9171656966|0.8968968987|0.9097291827|0.8975903392|0.9155069590|0.9061876535|0.8988988996|0.8996990919|0.9096385241,0.9046000135|0.9063999859|0.9059999990,0.0007717116193675488,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.9085185527801514,500,600,256,128,0.01,1.1473777368664742,0.10055448673665524,npu:4
dinov2_b14,bloodmnist,medical,3,flowers102,0.9973856449127197,0.0035196887865589716,1.0000000000|1.0000000000|1.0000000000|0.9901961684|1.0000000000|1.0000000000|1.0000000000|0.9901961088|1.0000000000|0.9950980544|0.9950981140|1.0000000000|1.0000000000|0.9950981140|0.9950981140,0.9980392337|0.9970588326|0.9970588684,0.0004621570528919904,3060,1020,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.9941999912261963,500,600,256,128,0.01,1.1473777368664742,0.1126139760017395,npu:4
dinov2_b14,bloodmnist,medical,3,food101,0.7506667000055313,0.008921575906062486,0.7613861561|0.7356436253|0.7544554472|0.7613861561|0.7427084446|0.7485148907|0.7356436253|0.7683168650|0.7514851689|0.7562500238|0.7425742149|0.7485148907|0.7485148907|0.7504950762|0.7541667223,0.7512000411|0.7520000356|0.7488000233,0.0013597448851046586,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.796999990940094,500,600,256,128,0.01,1.1473777368664742,0.11374754831194878,npu:4
dinov2_b14,bloodmnist,medical,3,gtsrb,0.635866653529803,0.010072597925219931,0.6273353100|0.6477611661|0.6473526359|0.6247484684|0.6429297924|0.6479842663|0.6189054251|0.6513485909|0.6237424612|0.6286877394|0.6332349777|0.6288557053|0.6323676109|0.6418510675|0.6408952475,0.6379999868|0.6341999889|0.6353999848,0.0015860497643009972,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.5167999863624573,500,600,256,128,0.01,1.1473777368664742,0.11812480539083481,npu:4
dinov2_b14,bloodmnist,medical,3,oxford_pets,0.941666665667857,0.007480201754054325,0.9485790730|0.9442934990|0.9307065010|0.9469388723|0.9455040693|0.9553450346|0.9415760636|0.9293478727|0.9374150038|0.9414168596|0.9350472689|0.9429348111|0.9510869980|0.9442177415|0.9305176735,0.9432065198|0.9410326088|0.9407608684,0.0010944782157256536,11040,3680,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.9364949464797974,500,600,256,128,0.01,1.1473777368664742,0.14084023237228394,npu:4
dinov2_b14,bloodmnist,medical,4,beans,0.9145712568289537,0.012619649678925036,0.9038462043|0.9130434990|0.9275361896|0.9126213789|0.9174757600|0.9230769277|0.9033815861|0.8985507488|0.9174757004|0.9368932247|0.9230769873|0.8985507488|0.8985507488|0.9368932247|0.9077669978,0.9148936331|0.9158607281|0.9129594093,0.0012061944411182082,3102,1034,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.9140625,500,600,256,128,0.01,1.1924917958676815,0.0896738488227129,npu:4
dinov2_b14,bloodmnist,medical,4,dtd,0.7378546476364135,0.012918948038585067,0.7393617630|0.7340425849|0.7353723645|0.7220745087|0.7606383562|0.7539893985|0.7406915426|0.7393617630|0.7127659917|0.7513297796|0.7513297796|0.7220745087|0.7446808815|0.7340426445|0.7260638475,0.7382979155|0.7396276951|0.7356383324,0.0016585372054898008,11280,3760,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.7361701726913452,500,600,256,128,0.01,1.1924917958676815,0.09792769514024258,npu:4
