alpha_target,gamma_target,repeat,alpha_actual,gamma_actual,r_eff_A,r_eff_B,r_eff_dominant,r_eff_subordinate,r_eff_merged,r_eff_ideal,collapse_ratio,delta_r,is_superadditive,nuclear_A,nuclear_B,q,r_pred_theory,pred_error,dominant_cause
0.05,0.5,0,0.05000000000000001,0.5000000000000002,36.79288311452369,36.79288311452369,36.79288311452369,36.79288311452369,69.07748602182788,73.58576622904738,0.0612656555506504,32.28460290730419,True,31.62277660168378,15.811388300841896,0.6758958571726857,69.07748602182795,7.105427357601002e-14,superadditive
0.05,0.5,1,0.04999999999999996,0.5000000000000002,36.79288311452369,36.792883114523676,36.79288311452369,36.792883114523676,69.07748602182788,73.58576622904737,0.06126565555065022,32.28460290730419,True,31.62277660168379,15.8113883008419,0.6758958571726857,69.07748602182795,7.105427357601002e-14,superadditive
0.05,0.5,2,0.04999999999999999,0.5,36.792883114523676,36.79288311452369,36.792883114523676,36.79288311452369,69.07748602182788,73.58576622904737,0.06126565555065022,32.284602907304205,True,31.622776601683793,15.811388300841896,0.6758958571726857,69.07748602182795,7.105427357601002e-14,superadditive
0.05,0.5,3,0.04999999999999998,0.5000000000000001,36.79288311452369,36.79288311452369,36.79288311452369,36.79288311452369,69.07748602182788,73.58576622904738,0.0612656555506504,32.28460290730419,True,31.62277660168379,15.811388300841896,0.6758958571726857,69.07748602182795,7.105427357601002e-14,superadditive
0.05,0.5,4,0.04999999999999998,0.4999999999999999,36.79288311452369,36.792883114523676,36.79288311452369,36.792883114523676,69.07748602182795,73.58576622904737,0.06126565555064925,32.28460290730426,True,31.62277660168379,15.811388300841891,0.6758958571726857,69.07748602182795,0.0,superadditive
0.05,1.0,0,0.04999999999999999,0.9999999999999997,36.79288311452369,36.792883114523676,36.79288311452369,36.792883114523676,73.11448721430119,73.58576622904737,0.006404486069754883,36.3216040997775,True,31.622776601683796,31.622776601683785,0.5566185057294529,73.11448721430112,7.105427357601002e-14,superadditive
0.05,1.0,1,0.05,0.9999999999999997,36.79288311452369,36.79288311452369,36.79288311452369,36.79288311452369,73.11448721430119,73.58576622904738,0.006404486069755075,36.3216040997775,True,31.62277660168379,31.62277660168378,0.5566185057294529,73.11448721430112,7.105427357601002e-14,superadditive
0.05,1.0,2,0.05,1.0,36.792883114523654,36.792883114523676,36.792883114523654,36.792883114523676,73.11448721430119,73.58576622904732,0.006404486069754307,36.32160409977754,True,31.62277660168379,31.62277660168379,0.5566185057294529,73.11448721430112,7.105427357601002e-14,superadditive
0.05,1.0,3,0.05,0.9999999999999999,36.79288311452369,36.792883114523676,36.79288311452369,36.792883114523676,73.11448721430119,73.58576622904737,0.006404486069754883,36.3216040997775,True,31.622776601683793,31.62277660168379,0.5566185057294528,73.11448721430119,0.0,superadditive
0.05,1.0,4,0.04999999999999998,1.0,36.79288311452369,36.79288311452369,36.79288311452369,36.79288311452369,73.11448721430125,73.58576622904738,0.006404486069754302,36.32160409977756,True,31.62277660168379,31.62277660168379,0.5566185057294529,73.11448721430112,1.2789769243681803e-13,superadditive
0.05,2.0,0,0.04999999999999998,1.9999999999999993,36.792883114523654,36.79288311452369,36.79288311452369,36.792883114523654,69.07748602182795,73.58576622904735,0.06126565555064907,32.28460290730426,True,31.622776601683796,63.24555320336757,0.6758958571726857,69.07748602182788,7.105427357601002e-14,superadditive
0.05,2.0,1,0.05000000000000002,1.9999999999999993,36.79288311452369,36.79288311452369,36.79288311452369,36.79288311452369,69.07748602182788,73.58576622904738,0.0612656555506504,32.28460290730419,True,31.622776601683796,63.24555320336757,0.6758958571726857,69.07748602182795,7.105427357601002e-14,superadditive
0.05,2.0,2,0.05,1.9999999999999996,36.792883114523676,36.79288311452369,36.79288311452369,36.792883114523676,69.07748602182788,73.58576622904737,0.06126565555065022,32.28460290730419,True,31.622776601683796,63.24555320336758,0.6758958571726857,69.07748602182795,7.105427357601002e-14,superadditive
0.05,2.0,3,0.05,1.9999999999999996,36.79288311452369,36.79288311452369,36.79288311452369,36.79288311452369,69.07748602182788,73.58576622904738,0.0612656555506504,32.28460290730419,True,31.62277660168379,63.245553203367564,0.6758958571726857,69.07748602182795,7.105427357601002e-14,superadditive
0.05,2.0,4,0.04999999999999999,2.0000000000000004,36.792883114523654,36.792883114523676,36.792883114523676,36.792883114523654,69.07748602182788,73.58576622904732,0.061265655550649674,32.284602907304205,True,31.62277660168379,63.24555320336759,0.6758958571726859,69.07748602182788,0.0,superadditive
0.05,3.0,0,0.05,3.0000000000000004,36.79288311452369,36.79288311452369,36.79288311452369,36.79288311452369,64.13821708321119,73.58576622904738,0.1283882689544768,27.3453339686875,True,31.62277660168379,94.86832980505137,0.7559212741546527,64.13821708321119,0.0,energy
0.05,3.0,1,0.05,2.9999999999999987,36.792883114523676,36.79288311452369,36.79288311452369,36.792883114523676,64.13821708321125,73.58576622904737,0.12838826895447586,27.345333968687555,True,31.6227766016838,94.86832980505136,0.7559212741546526,64.13821708321119,5.684341886080802e-14,superadditive
0.05,3.0,2,0.05,2.9999999999999996,36.79288311452369,36.79288311452369,36.79288311452369,36.79288311452369,64.13821708321119,73.58576622904738,0.1283882689544768,27.3453339686875,True,31.62277660168379,94.86832980505136,0.7559212741546526,64.13821708321119,0.0,superadditive
0.05,3.0,3,0.05,2.9999999999999996,36.79288311452369,36.79288311452369,36.79288311452369,36.79288311452369,64.13821708321119,73.58576622904738,0.1283882689544768,27.3453339686875,True,31.62277660168379,94.86832980505136,0.7559212741546526,64.13821708321119,0.0,superadditive
0.05,3.0,4,0.04999999999999998,3.0,36.79288311452369,36.79288311452369,36.79288311452369,36.79288311452369,64.13821708321125,73.58576622904738,0.12838826895447603,27.345333968687555,True,31.622776601683793,94.86832980505137,0.7559212741546527,64.13821708321119,5.684341886080802e-14,superadditive
0.05,10.0,0,0.05000000000000002,10.0,36.79288311452369,36.792883114523704,36.792883114523704,36.79288311452369,49.64954007344894,73.5857662290474,0.3252833718017306,12.856656958925235,True,31.622776601683785,316.22776601683785,0.9112291770074532,49.64954007344898,4.263256414560601e-14,energy
0.05,10.0,1,0.05000000000000002,10.0,36.79288311452369,36.79288311452369,36.79288311452369,36.79288311452369,49.64954007344896,73.58576622904738,0.32528337180173017,12.85665695892527,True,31.622776601683785,316.22776601683785,0.9112291770074532,49.64954007344896,0.0,energy
