encoder,target,method,replicate,shortlist_size,candidate_count,removed_fraction,best_candidate_recall,best_candidate_confidence_set_recall,top3_candidate_recall,best_candidate_family_recall,top3_candidate_family_recall,oracle_source,oracle_sources,oracle_source_count,oracle_confidence_sources,oracle_confidence_source_count,oracle_source_family,oracle_source_families,selected_source,selected_source_family,shortlist,shortlist_families,candidate_family_count,selected_family_count,removed_family_fraction,oracle_validation_accuracy,selected_validation_accuracy,validation_regret,normalized_validation_regret,adapter_seeds,primary_tie_tolerance,oracle_validation_margin_to_second,stage2_evaluations,exhaustive_stage2_evaluations,best_candidate_recall_tol_0,best_candidate_recall_tol_0p001,best_candidate_recall_tol_0p002,best_candidate_recall_tol_0p005,oracle_selected_test_accuracy,selected_test_accuracy,test_regret_vs_exhaustive_validation_selection,heldout_adapter_seeds
resnet50,flowers102,random,69,5,21,0.7619047619047619,0,1,0.3333333333333333,0,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,tiny_imagenet,tiny_imagenet,cifar100|dermamnist|pathmnist|pneumoniamnist|tiny_imagenet,cifar100_shared_images|dermamnist|pathmnist|pneumoniamnist|tiny_imagenet,17,5,0.7058823529411764,0.6811765392621358,0.677777845064799,0.003398694197336849,0.04957103012974448,5,1e-12,0.003398694197336849,5,21,0,0,0,1,0.689359974861145,0.6797199845314026,0.009639990329742387,5
resnet50,flowers102,random,70,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,fashion_mnist,fashion_mnist,cifar100_coarse|fashion_mnist|octmnist|pathmnist|svhn,cifar100_shared_images|fashion_mnist|octmnist|pathmnist|svhn,17,5,0.7058823529411764,0.6811765392621358,0.6733334016799928,0.007843137582143056,0.11439464300753946,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.6827599763870239,0.0065999984741210715,5
resnet50,flowers102,random,71,5,21,0.7619047619047619,0,0,0.3333333333333333,1,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,mnist,handwritten_digits,cifar10|mnist|organamnist|organsmnist|rendered_sst2,cifar10|handwritten_digits|organmnist_views|rendered_sst2,17,4,0.7647058823529411,0.6811765392621358,0.6748366665840149,0.0063398726781209724,0.0924690487870717,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.6800399780273437,0.009319996833801247,5
resnet50,flowers102,random,72,5,21,0.7619047619047619,0,0,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,organamnist,organmnist_views,cifar100|organamnist|organsmnist|svhn|tissuemnist,cifar100_shared_images|organmnist_views|svhn|tissuemnist,17,4,0.7647058823529411,0.6811765392621358,0.6662092177073161,0.014967321554819724,0.21830312016212483,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.670359981060028,0.018999993801116943,5
resnet50,flowers102,random,73,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,fashion_mnist,fashion_mnist,breastmnist|cifar10|fashion_mnist|organsmnist|rendered_sst2,breastmnist|cifar10|fashion_mnist|organmnist_views|rendered_sst2,17,5,0.7058823529411764,0.6811765392621358,0.6733334016799928,0.007843137582143056,0.11439464300753946,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.6827599763870239,0.0065999984741210715,5
resnet50,flowers102,random,74,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,pathmnist,pathmnist,octmnist|organamnist|pathmnist|pneumoniamnist|stl10,octmnist|organmnist_views|pathmnist|pneumoniamnist|stl10,17,5,0.7058823529411764,0.6811765392621358,0.6701961421966554,0.010980397065480485,0.1601525651222171,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.6875999689102172,0.0017600059509277344,5
resnet50,flowers102,random,75,5,21,0.7619047619047619,0,1,0.6666666666666666,1,1.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,tiny_imagenet,tiny_imagenet,fashion_mnist|mnist|octmnist|retinamnist|tiny_imagenet,fashion_mnist|handwritten_digits|octmnist|retinamnist|tiny_imagenet,17,5,0.7058823529411764,0.6811765392621358,0.677777845064799,0.003398694197336849,0.04957103012974448,5,1e-12,0.003398694197336849,5,21,0,0,0,1,0.689359974861145,0.6797199845314026,0.009639990329742387,5
resnet50,flowers102,random,76,5,21,0.7619047619047619,0,0,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,organcmnist,organmnist_views,cifar100|cifar100_coarse|organcmnist|svhn|tissuemnist,cifar100_shared_images|organmnist_views|svhn|tissuemnist,17,4,0.7647058823529411,0.6811765392621358,0.6623530062039693,0.01882353305816653,0.2745471849470232,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.672119963169098,0.01724001169204703,5
resnet50,flowers102,random,77,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,pathmnist,pathmnist,cifar100_coarse|dermamnist|organcmnist|pathmnist|retinamnist,cifar100_shared_images|dermamnist|organmnist_views|pathmnist|retinamnist,17,5,0.7058823529411764,0.6811765392621358,0.6701961421966554,0.010980397065480485,0.1601525651222171,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.6875999689102172,0.0017600059509277344,5
resnet50,flowers102,random,78,5,21,0.7619047619047619,0,0,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,stl10,stl10,cifar10|octmnist|organsmnist|retinamnist|stl10,cifar10|octmnist|organmnist_views|retinamnist|stl10,17,5,0.7058823529411764,0.6811765392621358,0.6694118269284566,0.011764712333679261,0.17159205144657225,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.6959999918937683,-0.006640017032623291,5
resnet50,flowers102,random,79,5,21,0.7619047619047619,0,0,0.3333333333333333,1,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,mnist,handwritten_digits,cifar100_coarse|mnist|organcmnist|rendered_sst2|retinamnist,cifar100_shared_images|handwritten_digits|organmnist_views|rendered_sst2|retinamnist,17,5,0.7058823529411764,0.6811765392621358,0.6748366665840149,0.0063398726781209724,0.0924690487870717,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.6800399780273437,0.009319996833801247,5
resnet50,flowers102,random,80,5,21,0.7619047619047619,0,0,0.3333333333333333,1,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,mnist,handwritten_digits,cifar100|mnist|organamnist|organcmnist|svhn,cifar100_shared_images|handwritten_digits|organmnist_views|svhn,17,4,0.7647058823529411,0.6811765392621358,0.6748366665840149,0.0063398726781209724,0.0924690487870717,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.6800399780273437,0.009319996833801247,5
resnet50,flowers102,random,81,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,pathmnist,pathmnist,breastmnist|cifar10|organsmnist|pathmnist|pneumoniamnist,breastmnist|cifar10|organmnist_views|pathmnist|pneumoniamnist,17,5,0.7058823529411764,0.6811765392621358,0.6701961421966554,0.010980397065480485,0.1601525651222171,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.6875999689102172,0.0017600059509277344,5
resnet50,flowers102,random,82,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,fashion_mnist,fashion_mnist,cifar10|cifar100|fashion_mnist|organamnist|organcmnist,cifar10|cifar100_shared_images|fashion_mnist|organmnist_views,17,4,0.7647058823529411,0.6811765392621358,0.6733334016799928,0.007843137582143056,0.11439464300753946,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.6827599763870239,0.0065999984741210715,5
resnet50,flowers102,random,83,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,pathmnist,pathmnist,cifar100_coarse|organsmnist|pathmnist|pneumoniamnist|svhn,cifar100_shared_images|organmnist_views|pathmnist|pneumoniamnist|svhn,17,5,0.7058823529411764,0.6811765392621358,0.6701961421966554,0.010980397065480485,0.1601525651222171,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.6875999689102172,0.0017600059509277344,5
resnet50,flowers102,random,84,5,21,0.7619047619047619,0,0,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,stl10,stl10,bloodmnist|octmnist|pneumoniamnist|stl10|tissuemnist,bloodmnist|octmnist|pneumoniamnist|stl10|tissuemnist,17,5,0.7058823529411764,0.6811765392621358,0.6694118269284566,0.011764712333679261,0.17159205144657225,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.6959999918937683,-0.006640017032623291,5
resnet50,flowers102,random,85,5,21,0.7619047619047619,0,0,0.3333333333333333,1,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,mnist,handwritten_digits,cifar10|mnist|organcmnist|rendered_sst2|retinamnist,cifar10|handwritten_digits|organmnist_views|rendered_sst2|retinamnist,17,5,0.7058823529411764,0.6811765392621358,0.6748366665840149,0.0063398726781209724,0.0924690487870717,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.6800399780273437,0.009319996833801247,5
resnet50,flowers102,random,86,5,21,0.7619047619047619,0,0,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,organcmnist,organmnist_views,bloodmnist|cifar100|organcmnist|pneumoniamnist|tissuemnist,bloodmnist|cifar100_shared_images|organmnist_views|pneumoniamnist|tissuemnist,17,5,0.7058823529411764,0.6811765392621358,0.6623530062039693,0.01882353305816653,0.2745471849470232,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.672119963169098,0.01724001169204703,5
resnet50,flowers102,random,87,5,21,0.7619047619047619,0,0,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,octmnist,octmnist,cifar100|dermamnist|octmnist|organsmnist|rendered_sst2,cifar100_shared_images|dermamnist|octmnist|organmnist_views|rendered_sst2,17,5,0.7058823529411764,0.6811765392621358,0.6665360172589619,0.014640522003173895,0.21353664531019018,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.6771999597549438,0.012160015106201127,5
resnet50,flowers102,random,88,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,fashion_mnist,fashion_mnist,breastmnist|fashion_mnist|organsmnist|pathmnist|tissuemnist,breastmnist|fashion_mnist|organmnist_views|pathmnist|tissuemnist,17,5,0.7058823529411764,0.6811765392621358,0.6733334016799928,0.007843137582143056,0.11439464300753946,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.6827599763870239,0.0065999984741210715,5
resnet50,flowers102,random,89,5,21,0.7619047619047619,0,0,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,organcmnist,organmnist_views,bloodmnist|cifar100|cifar100_coarse|organcmnist|svhn,bloodmnist|cifar100_shared_images|organmnist_views|svhn,17,4,0.7647058823529411,0.6811765392621358,0.6623530062039693,0.01882353305816653,0.2745471849470232,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.672119963169098,0.01724001169204703,5
resnet50,flowers102,random,90,5,21,0.7619047619047619,1,1,0.6666666666666666,1,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,usps,handwritten_digits,breastmnist|fashion_mnist|mnist|pneumoniamnist|usps,breastmnist|fashion_mnist|handwritten_digits|pneumoniamnist,17,4,0.7647058823529411,0.6811765392621358,0.6811765392621358,0.0,0.0,5,1e-12,0.003398694197336849,5,21,1,1,1,1,0.689359974861145,0.689359974861145,0.0,5
resnet50,flowers102,random,91,5,21,0.7619047619047619,0,1,0.6666666666666666,1,1.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,tiny_imagenet,tiny_imagenet,mnist|octmnist|organsmnist|svhn|tiny_imagenet,handwritten_digits|octmnist|organmnist_views|svhn|tiny_imagenet,17,5,0.7058823529411764,0.6811765392621358,0.677777845064799,0.003398694197336849,0.04957103012974448,5,1e-12,0.003398694197336849,5,21,0,0,0,1,0.689359974861145,0.6797199845314026,0.009639990329742387,5
resnet50,flowers102,random,92,5,21,0.7619047619047619,0,1,0.3333333333333333,0,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,tiny_imagenet,tiny_imagenet,dermamnist|octmnist|organsmnist|svhn|tiny_imagenet,dermamnist|octmnist|organmnist_views|svhn|tiny_imagenet,17,5,0.7058823529411764,0.6811765392621358,0.677777845064799,0.003398694197336849,0.04957103012974448,5,1e-12,0.003398694197336849,5,21,0,0,0,1,0.689359974861145,0.6797199845314026,0.009639990329742387,5
resnet50,flowers102,random,93,5,21,0.7619047619047619,1,1,0.3333333333333333,1,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,usps,handwritten_digits,breastmnist|cifar100|fashion_mnist|stl10|usps,breastmnist|cifar100_shared_images|fashion_mnist|handwritten_digits|stl10,17,5,0.7058823529411764,0.6811765392621358,0.6811765392621358,0.0,0.0,5,1e-12,0.003398694197336849,5,21,1,1,1,1,0.689359974861145,0.689359974861145,0.0,5
resnet50,flowers102,random,94,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,fashion_mnist,fashion_mnist,fashion_mnist|octmnist|organcmnist|pathmnist|retinamnist,fashion_mnist|octmnist|organmnist_views|pathmnist|retinamnist,17,5,0.7058823529411764,0.6811765392621358,0.6733334016799928,0.007843137582143056,0.11439464300753946,5,1e-12,0.003398694197336849,5,21,0,0,0,0,0.689359974861145,0.6827599763870239,0.0065999984741210715,5
resnet50,flowers102,random,95,5,21,0.7619047619047619,0,1,0.3333333333333333,0,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,tiny_imagenet,tiny_imagenet,bloodmnist|octmnist|stl10|svhn|tiny_imagenet,bloodmnist|octmnist|stl10|svhn|tiny_imagenet,17,5,0.7058823529411764,0.6811765392621358,0.677777845064799,0.003398694197336849,0.04957103012974448,5,1e-12,0.003398694197336849,5,21,0,0,0,1,0.689359974861145,0.6797199845314026,0.009639990329742387,5
resnet50,flowers102,random,96,5,21,0.7619047619047619,1,1,0.6666666666666666,1,1.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,usps,handwritten_digits,fashion_mnist|organamnist|stl10|tiny_imagenet|usps,fashion_mnist|handwritten_digits|organmnist_views|stl10|tiny_imagenet,17,5,0.7058823529411764,0.6811765392621358,0.6811765392621358,0.0,0.0,5,1e-12,0.003398694197336849,5,21,1,1,1,1,0.689359974861145,0.689359974861145,0.0,5
resnet50,flowers102,random,97,5,21,0.7619047619047619,0,1,0.3333333333333333,0,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,tiny_imagenet,tiny_imagenet,cifar100|octmnist|pathmnist|stl10|tiny_imagenet,cifar100_shared_images|octmnist|pathmnist|stl10|tiny_imagenet,17,5,0.7058823529411764,0.6811765392621358,0.677777845064799,0.003398694197336849,0.04957103012974448,5,1e-12,0.003398694197336849,5,21,0,0,0,1,0.689359974861145,0.6797199845314026,0.009639990329742387,5
resnet50,flowers102,random,98,5,21,0.7619047619047619,0,1,0.6666666666666666,1,1.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,tiny_imagenet,tiny_imagenet,breastmnist|mnist|organsmnist|stl10|tiny_imagenet,breastmnist|handwritten_digits|organmnist_views|stl10|tiny_imagenet,17,5,0.7058823529411764,0.6811765392621358,0.677777845064799,0.003398694197336849,0.04957103012974448,5,1e-12,0.003398694197336849,5,21,0,0,0,1,0.689359974861145,0.6797199845314026,0.009639990329742387,5
resnet50,flowers102,random,99,5,21,0.7619047619047619,1,1,0.3333333333333333,1,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,usps,handwritten_digits,bloodmnist|breastmnist|pneumoniamnist|tissuemnist|usps,bloodmnist|breastmnist|handwritten_digits|pneumoniamnist|tissuemnist,17,5,0.7058823529411764,0.6811765392621358,0.6811765392621358,0.0,0.0,5,1e-12,0.003398694197336849,5,21,1,1,1,1,0.689359974861145,0.689359974861145,0.0,5
resnet50,flowers102,agglomerative_subspace,-1,10,21,0.5238095238095238,0,1,0.3333333333333333,1,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,mnist,handwritten_digits,bloodmnist|cifar100_coarse|fashion_mnist|mnist|organcmnist|pathmnist|rendered_sst2|retinamnist|stl10|svhn,bloodmnist|cifar100_shared_images|fashion_mnist|handwritten_digits|organmnist_views|pathmnist|rendered_sst2|retinamnist|stl10|svhn,17,10,0.4117647058823529,0.6811765392621358,0.6748366665840149,0.0063398726781209724,0.0924690487870717,5,1e-12,0.003398694197336849,10,21,0,0,0,0,0.689359974861145,0.6800399780273437,0.009319996833801247,5
resnet50,flowers102,dpp_subspace,-1,10,21,0.5238095238095238,0,1,0.3333333333333333,0,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,tiny_imagenet,tiny_imagenet,tiny_imagenet|stl10|cifar100|cifar10|organcmnist|fashion_mnist|svhn|cifar100_coarse|bloodmnist|organamnist,bloodmnist|cifar10|cifar100_shared_images|fashion_mnist|organmnist_views|stl10|svhn|tiny_imagenet,17,8,0.5294117647058824,0.6811765392621358,0.677777845064799,0.003398694197336849,0.04957103012974448,5,1e-12,0.003398694197336849,10,21,0,0,0,1,0.689359974861145,0.6797199845314026,0.009639990329742387,5
resnet50,flowers102,exact_merged_rank_greedy,-1,10,21,0.5238095238095238,0,1,0.3333333333333333,0,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,tiny_imagenet,tiny_imagenet,tiny_imagenet|stl10|cifar100|cifar10|cifar100_coarse|organcmnist|fashion_mnist|organsmnist|svhn|organamnist,cifar10|cifar100_shared_images|fashion_mnist|organmnist_views|stl10|svhn|tiny_imagenet,17,7,0.5882352941176471,0.6811765392621358,0.677777845064799,0.003398694197336849,0.04957103012974448,5,1e-12,0.003398694197336849,10,21,0,0,0,1,0.689359974861145,0.6797199845314026,0.009639990329742387,5
resnet50,flowers102,facility_subspace,-1,10,21,0.5238095238095238,0,1,0.3333333333333333,1,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,mnist,handwritten_digits,organsmnist|cifar100_coarse|svhn|rendered_sst2|retinamnist|stl10|breastmnist|mnist|dermamnist|fashion_mnist,breastmnist|cifar100_shared_images|dermamnist|fashion_mnist|handwritten_digits|organmnist_views|rendered_sst2|retinamnist|stl10|svhn,17,10,0.4117647058823529,0.6811765392621358,0.6748366665840149,0.0063398726781209724,0.0924690487870717,5,1e-12,0.003398694197336849,10,21,0,0,0,0,0.689359974861145,0.6800399780273437,0.009319996833801247,5
resnet50,flowers102,kcenter_subspace,-1,10,21,0.5238095238095238,1,1,0.6666666666666666,1,1.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,usps,handwritten_digits,tiny_imagenet|rendered_sst2|usps|retinamnist|pathmnist|fashion_mnist|stl10|organamnist|bloodmnist|octmnist,bloodmnist|fashion_mnist|handwritten_digits|octmnist|organmnist_views|pathmnist|rendered_sst2|retinamnist|stl10|tiny_imagenet,17,10,0.4117647058823529,0.6811765392621358,0.6811765392621358,0.0,0.0,5,1e-12,0.003398694197336849,10,21,1,1,1,1,0.689359974861145,0.689359974861145,0.0,5
resnet50,flowers102,leverage_centroid,-1,10,21,0.5238095238095238,0,1,0.3333333333333333,1,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,mnist,handwritten_digits,rendered_sst2|stl10|retinamnist|bloodmnist|pathmnist|mnist|octmnist|dermamnist|fashion_mnist|pneumoniamnist,bloodmnist|dermamnist|fashion_mnist|handwritten_digits|octmnist|pathmnist|pneumoniamnist|rendered_sst2|retinamnist|stl10,17,10,0.4117647058823529,0.6811765392621358,0.6748366665840149,0.0063398726781209724,0.0924690487870717,5,1e-12,0.003398694197336849,10,21,0,0,0,0,0.689359974861145,0.6800399780273437,0.009319996833801247,5
resnet50,flowers102,pool_vendi_subspace,-1,10,21,0.5238095238095238,1,1,1.0,1,1.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,usps,handwritten_digits,tiny_imagenet|rendered_sst2|usps|retinamnist|stl10|pathmnist|fashion_mnist|breastmnist|mnist|bloodmnist,bloodmnist|breastmnist|fashion_mnist|handwritten_digits|pathmnist|rendered_sst2|retinamnist|stl10|tiny_imagenet,17,9,0.47058823529411764,0.6811765392621358,0.6811765392621358,0.0,0.0,5,1e-12,0.003398694197336849,10,21,1,1,1,1,0.689359974861145,0.689359974861145,0.0,5
resnet50,flowers102,rank_l_gram,-1,10,21,0.5238095238095238,0,1,0.6666666666666666,1,1.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,tiny_imagenet,tiny_imagenet,stl10|cifar100|tiny_imagenet|fashion_mnist|pathmnist|svhn|organamnist|dermamnist|mnist|cifar10,cifar10|cifar100_shared_images|dermamnist|fashion_mnist|handwritten_digits|organmnist_views|pathmnist|stl10|svhn|tiny_imagenet,17,10,0.4117647058823529,0.6811765392621358,0.677777845064799,0.003398694197336849,0.04957103012974448,5,1e-12,0.003398694197336849,10,21,0,0,0,1,0.689359974861145,0.6797199845314026,0.009639990329742387,5
resnet50,flowers102,rank_only,-1,10,21,0.5238095238095238,0,1,0.3333333333333333,0,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,tiny_imagenet,tiny_imagenet,tiny_imagenet|cifar100_coarse|cifar100|stl10|cifar10|organcmnist|organsmnist|organamnist|svhn|fashion_mnist,cifar10|cifar100_shared_images|fashion_mnist|organmnist_views|stl10|svhn|tiny_imagenet,17,7,0.5882352941176471,0.6811765392621358,0.677777845064799,0.003398694197336849,0.04957103012974448,5,1e-12,0.003398694197336849,10,21,0,0,0,1,0.689359974861145,0.6797199845314026,0.009639990329742387,5
resnet50,flowers102,random,0,10,21,0.5238095238095238,0,1,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,fashion_mnist,fashion_mnist,bloodmnist|breastmnist|cifar10|cifar100|fashion_mnist|organamnist|organsmnist|rendered_sst2|retinamnist|tissuemnist,bloodmnist|breastmnist|cifar10|cifar100_shared_images|fashion_mnist|organmnist_views|rendered_sst2|retinamnist|tissuemnist,17,9,0.47058823529411764,0.6811765392621358,0.6733334016799928,0.007843137582143056,0.11439464300753946,5,1e-12,0.003398694197336849,10,21,0,0,0,0,0.689359974861145,0.6827599763870239,0.0065999984741210715,5
resnet50,flowers102,random,1,10,21,0.5238095238095238,0,1,0.0,0,0.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,pathmnist,pathmnist,bloodmnist|breastmnist|cifar10|cifar100|dermamnist|octmnist|organcmnist|pathmnist|retinamnist|tissuemnist,bloodmnist|breastmnist|cifar10|cifar100_shared_images|dermamnist|octmnist|organmnist_views|pathmnist|retinamnist|tissuemnist,17,10,0.4117647058823529,0.6811765392621358,0.6701961421966554,0.010980397065480485,0.1601525651222171,5,1e-12,0.003398694197336849,10,21,0,0,0,0,0.689359974861145,0.6875999689102172,0.0017600059509277344,5
resnet50,flowers102,random,2,10,21,0.5238095238095238,1,1,0.3333333333333333,1,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,usps,handwritten_digits,cifar100|cifar100_coarse|dermamnist|fashion_mnist|organamnist|organsmnist|pneumoniamnist|stl10|svhn|usps,cifar100_shared_images|dermamnist|fashion_mnist|handwritten_digits|organmnist_views|pneumoniamnist|stl10|svhn,17,8,0.5294117647058824,0.6811765392621358,0.6811765392621358,0.0,0.0,5,1e-12,0.003398694197336849,10,21,1,1,1,1,0.689359974861145,0.689359974861145,0.0,5
resnet50,flowers102,random,3,10,21,0.5238095238095238,1,1,0.3333333333333333,1,0.5,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,usps,handwritten_digits,breastmnist|cifar10|cifar100|dermamnist|fashion_mnist|organsmnist|pathmnist|svhn|tissuemnist|usps,breastmnist|cifar10|cifar100_shared_images|dermamnist|fashion_mnist|handwritten_digits|organmnist_views|pathmnist|svhn|tissuemnist,17,10,0.4117647058823529,0.6811765392621358,0.6811765392621358,0.0,0.0,5,1e-12,0.003398694197336849,10,21,1,1,1,1,0.689359974861145,0.689359974861145,0.0,5
resnet50,flowers102,random,4,10,21,0.5238095238095238,0,1,0.6666666666666666,1,1.0,usps,usps,1,fashion_mnist|pathmnist|tiny_imagenet|usps,4,handwritten_digits,handwritten_digits,tiny_imagenet,tiny_imagenet,cifar10|cifar100|cifar100_coarse|mnist|organsmnist|rendered_sst2|retinamnist|stl10|tiny_imagenet|tissuemnist,cifar10|cifar100_shared_images|handwritten_digits|organmnist_views|rendered_sst2|retinamnist|stl10|tiny_imagenet|tissuemnist,17,9,0.47058823529411764,0.6811765392621358,0.677777845064799,0.003398694197336849,0.04957103012974448,5,1e-12,0.003398694197336849,10,21,0,0,0,1,0.689359974861145,0.6797199845314026,0.009639990329742387,5
