encoder,source,source_domain,adapter_seed,target,validation_accuracy,validation_accuracy_std,validation_fold_accuracies,validation_partition_accuracies,validation_accuracy_std_across_partitions,validation_examples,unique_validation_examples,target_validation_protocol,target_cv_folds,target_cv_partitions,target_cv_seed,test_accuracy,source_samples,steps,width,batch_size,ridge,training_seconds,evaluation_seconds,device
vit_b16,breastmnist,medical,1,beans,0.832043857823488,0.028340346758064832,0.8653846979|0.7874395847|0.7632850409|0.8543689251|0.8349514604|0.8509615660|0.8502415419|0.8019323349|0.8640776873|0.8252427578|0.8317308426|0.8502415419|0.8550724983|0.8252427578|0.8203883171,0.8210831858|0.8384913055|0.8365570822,0.007790487967026171,3102,1034,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.7890625,500,600,256,128,0.01,1.2509672027081251,0.14676705934107304,npu:7
vit_b16,breastmnist,medical,1,dtd,0.5963652769724528,0.011271774271800193,0.6010638475|0.6050532460|0.5904256105|0.5704787374|0.6130319238|0.5970745087|0.5890957117|0.5784574747|0.5970745087|0.6090425253|0.5930851102|0.5957447290|0.5957447290|0.6130319834|0.5970745087,0.5960106730|0.5941489458|0.5989362121,0.001970412394419229,11280,3760,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.6085106134414673,500,600,256,128,0.01,1.2509672027081251,0.15964534133672714,npu:7
vit_b16,breastmnist,medical,1,eurosat,0.8877333162347476,0.009489032004377002,0.8777335286|0.8852295876|0.9069069624|0.8726178408|0.8845381141|0.8946321011|0.8922155499|0.8978978395|0.8796389103|0.8775100112|0.8906559944|0.9021956325|0.8818818927|0.8816449642|0.8905622363,0.8853999962|0.8883999562|0.8893999963,0.001699668000668708,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.8918518424034119,500,600,256,128,0.01,1.2509672027081251,0.16777100041508675,npu:7
vit_b16,breastmnist,medical,1,flowers102,0.6852941830952961,0.028983824468645263,0.7303922176|0.6862745285|0.6960784793|0.6617648005|0.6960785389|0.6568627954|0.7058824301|0.6617647409|0.6960785389|0.6666667461|0.6960784793|0.7107843757|0.6960785389|0.7107843757|0.6078431606,0.6941177130|0.6774510503|0.6843137860,0.006839361331550367,3060,1020,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.6990000009536743,500,600,256,128,0.01,1.2509672027081251,0.18797552026808262,npu:7
vit_b16,breastmnist,medical,1,food101,0.4258666869997978,0.012753131219585247,0.4425742626|0.4247525036|0.4148514867|0.4257425964|0.4385417104|0.4158415794|0.4376237988|0.4316831827|0.4029703140|0.4218750298|0.4049504995|0.4217821956|0.4475247860|0.4366336763|0.4208333790,0.4292000200|0.4220000185|0.4264000226,0.0029634822356354243,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.4665999710559845,500,600,256,128,0.01,1.2509672027081251,0.15518226101994514,npu:7
vit_b16,breastmnist,medical,1,gtsrb,0.6126666776220003,0.0133097978201982,0.6263520122|0.6079601645|0.6173826456|0.6197183132|0.5981689692|0.6263520122|0.6238806248|0.6183816195|0.6207243204|0.5849440694|0.6066863537|0.5870646238|0.6153846383|0.6287726164|0.6073246002,0.6140000180|0.6150000040|0.6090000109,0.0026246684692633696,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.5080000162124634,500,600,256,128,0.01,1.2509672027081251,0.1402153093367815,npu:7
vit_b16,breastmnist,medical,1,oxford_pets,0.9124094125801238,0.007586846763493623,0.9161027670|0.9239130616|0.9116847515|0.9034013748|0.9114440680|0.9269282222|0.9144022465|0.9062500000|0.9020408392|0.9128065109|0.9106900692|0.9035326242|0.9103261232|0.9251701236|0.9073569179,0.9133151879|0.9125000015|0.9114130483,0.0007791827120875899,11040,3680,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.8997001647949219,500,600,256,128,0.01,1.2509672027081251,0.1408852394670248,npu:7
vit_b16,breastmnist,medical,2,beans,0.8272082759133467,0.028836858551455017,0.8076924086|0.8309178948|0.7681158781|0.8300970793|0.8592233658|0.8125000596|0.8115941882|0.8647342920|0.8058252931|0.8058252931|0.8750001192|0.8019323945|0.8550724387|0.8203883171|0.8592233062,0.8191489591|0.8201160818|0.8423597869,0.010721008839309277,3102,1034,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.8515625,500,600,256,128,0.01,1.2846133448183537,0.13839999213814735,npu:7
vit_b16,breastmnist,medical,2,dtd,0.5937056978543599,0.010114172940828283,0.5944148898|0.6037234068|0.5837765932|0.5664893389|0.5970745087|0.5997340679|0.5917553902|0.5890957713|0.5984042883|0.6023936272|0.5997340679|0.5944149494|0.6103724241|0.5837765932|0.5904255509,0.5890957475|0.5962766290|0.5957447171,0.003266952143085308,11280,3760,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.6085106134414673,500,600,256,128,0.01,1.2846133448183537,0.14525911584496498,npu:7
vit_b16,breastmnist,medical,2,eurosat,0.8887999846418699,0.006581067628130542,0.8807156086|0.8902195692|0.8958958983|0.8876630068|0.8935742378|0.8856858015|0.8982036114|0.8978978992|0.8896690607|0.8724899292|0.8896619678|0.8822355270|0.8878878951|0.8876630068|0.8925702572,0.8895999743|0.8887999918|0.8879999878,0.0006531917848590463,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.8818519115447998,500,600,256,128,0.01,1.2846133448183537,0.1686717141419649,npu:7
