method,shortlist_size,target,encoders,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,removed_fraction_mean,test_regret_vs_exhaustive_validation_selection_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,selected_family_count_mean,removed_family_fraction_mean
pool_vendi_subspace,5,flowers102,4,0.5,0.5,0.003872547944386795,0.07330071531670479,0.7619047619047619,0.004390004277229298,0.5,0.6666666666666666,5.0,0.7058823529411764
pool_vendi_subspace,5,food101,4,0.75,0.5833333333333333,0.0030566678837935513,0.1005041909691681,0.7619047619047619,0.0023700058460235374,0.75,0.5833333333333333,5.0,0.7058823529411764
pool_vendi_subspace,5,gtsrb,4,1.0,0.41666666666666663,0.0,0.0,0.7619047619047619,0.0,1.0,0.4583333333333333,5.0,0.7058823529411764
pool_vendi_subspace,5,oxford_pets,4,0.5,0.3333333333333333,0.002341483004013295,0.10544826251977674,0.7619047619047619,0.002480238676071167,0.5,0.41666666666666663,5.0,0.7058823529411764
pool_vendi_subspace,10,beans,4,0.5,0.6666666666666666,0.0010477103854977798,0.08014865401652155,0.5238095238095238,0.0023437500000000333,0.75,0.7916666666666666,9.75,0.4264705882352941
pool_vendi_subspace,10,dtd,4,0.5,0.5833333333333333,0.001546985904375714,0.0345446919694911,0.5238095238095238,-0.0007978647947311512,0.5,0.5833333333333333,9.75,0.4264705882352941
pool_vendi_subspace,10,eurosat,4,1.0,0.5833333333333333,0.0,0.0,0.5238095238095238,0.0,1.0,0.6666666666666666,9.75,0.4264705882352941
pool_vendi_subspace,10,flowers102,4,0.5,0.75,0.0024019598960875743,0.04695411531932911,0.5238095238095238,-1.9994378089915887e-05,0.5,0.8333333333333333,9.75,0.4264705882352941
pool_vendi_subspace,10,food101,4,0.75,0.6666666666666666,0.0002799992680549701,0.009206463043311993,0.5238095238095238,-0.0005499958992004617,0.75,0.6666666666666666,9.75,0.4264705882352941
pool_vendi_subspace,10,gtsrb,4,1.0,0.6666666666666666,0.0,0.0,0.5238095238095238,0.0,1.0,0.75,9.75,0.4264705882352941
pool_vendi_subspace,10,oxford_pets,4,0.5,0.5,0.0005389475360836615,0.029027367205925303,0.5238095238095238,-0.000885805487632757,0.5,0.5833333333333333,9.75,0.4264705882352941
rank_l_gram,3,beans,4,0.25,0.16666666666666666,0.0038523536307591977,0.16723449314770572,0.8571428571428572,0.003906250000000028,0.25,0.16666666666666666,3.0,0.8235294117647058
rank_l_gram,3,dtd,4,1.0,0.8333333333333333,0.0,0.0,0.8571428571428572,0.0,1.0,0.8333333333333333,3.0,0.8235294117647058
rank_l_gram,3,eurosat,4,1.0,0.6666666666666666,0.0,0.0,0.8571428571428572,0.0,1.0,0.6666666666666666,3.0,0.8235294117647058
rank_l_gram,3,flowers102,4,0.5,0.5,0.0027287588516870798,0.04605786781216107,0.8571428571428572,0.003410002589225747,0.5,0.5416666666666666,3.0,0.8235294117647058
