excluded_encoder,method,shortlist_size,rows,encoders,encoder_target_pairs,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,removed_fraction_mean,test_regret_vs_exhaustive_validation_selection_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,selected_family_count_mean,removed_family_fraction_mean,passing_encoders,passes_overall
resnet50,agglomerative_subspace,10,21,3,21,0.09523809523809523,0.1746031746031746,0.005021478193356614,0.16086664676954332,0.5238095238095238,0.0053643175533839675,0.47619047619047616,0.5079365079365079,10.0,0.4117647058823529,0,False
resnet50,dpp_subspace,10,21,3,21,0.9047619047619048,0.8095238095238095,6.037285489407782e-05,0.003536229259118834,0.5238095238095238,0.00021613325391497037,1.0,0.8650793650793651,8.666666666666666,0.4901960784313726,1,True
resnet50,exact_merged_rank_greedy,10,21,3,21,0.9523809523809523,0.8412698412698413,1.2063745771133988e-05,0.0005466952706540655,0.5238095238095238,0.00026285648345947266,1.0,0.8650793650793651,8.0,0.5294117647058824,2,True
resnet50,facility_subspace,10,21,3,21,0.14285714285714285,0.30158730158730157,0.004033231510991273,0.1332515528797638,0.5238095238095238,0.004163784924007596,0.5238095238095238,0.6190476190476191,10.0,0.4117647058823529,0,False
resnet50,kcenter_subspace,10,21,3,21,0.7142857142857143,0.5714285714285714,0.0006099983603635041,0.03012109164668991,0.5238095238095238,0.00038805802663168166,0.7619047619047619,0.6428571428571429,10.0,0.4117647058823529,0,False
resnet50,leverage_centroid,10,21,3,21,0.2857142857142857,0.492063492063492,0.0026227138576722995,0.0865193740709953,0.5238095238095238,0.0025987593900589725,0.2857142857142857,0.5,9.0,0.47058823529411764,0,False
resnet50,pool_vendi_subspace,10,21,3,21,0.6190476190476191,0.6031746031746031,0.0009574468650721165,0.03561148061780867,0.5238095238095238,-5.8828081403460876e-05,0.6666666666666666,0.6904761904761905,10.0,0.4117647058823529,0,False
resnet50,rank_l_gram,10,21,3,21,0.7619047619047619,0.7619047619047619,0.000655344322703189,0.024178555881577895,0.5238095238095238,-0.00046194735027495416,1.0,0.9126984126984128,9.666666666666666,0.4313725490196078,1,False
resnet50,rank_only,10,21,3,21,0.9047619047619048,0.8095238095238095,0.00015636391861913114,0.011103751220970428,0.5238095238095238,0.0003372612453642356,0.9047619047619048,0.8095238095238095,7.333333333333333,0.5686274509803921,2,True
vit_b16,agglomerative_subspace,3,21,3,21,0.0,0.031746031746031744,0.008127487086217617,0.26254531785248353,0.8571428571428571,0.008614007064274367,0.19047619047619047,0.2698412698412698,3.0,0.8235294117647058,0,False
vit_b16,dpp_subspace,3,21,3,21,0.5714285714285714,0.42857142857142855,0.0013923358306990028,0.049628702977943785,0.8571428571428571,0.0015066805339994831,0.5714285714285714,0.5238095238095238,3.0,0.8235294117647058,0,False
