readout,method,metric,shortlist_size,projection_seeds,requested_projection_seeds,target_domain_count,repeated_task_count,recall_at_top_q,recall_at_top_q_defined_count,test_loss,test_loss_defined_count,oracle_loss,oracle_loss_defined_count,absolute_regret,absolute_regret_defined_count,relative_regret,relative_regret_defined_count,span_normalized_regret,span_normalized_regret_defined_count,absolute_omission,absolute_omission_defined_count,relative_candidate_span,relative_candidate_span_defined_count
logistic,bayesian_d,nll,25,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.3541666666666667,6,3.448554206402463,6,3.4074871295253217,6,0.04106707687714072,6,0.010978130656084904,6,0.019490590735323148,6,0.03954423078353526,6,0.7108004272248954,6
logistic,bayesian_d,nll,50,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.5208333333333334,6,3.4321957996412613,6,3.4074871295253217,6,0.024708670115940273,6,0.006291246434845144,6,0.012134505596028758,6,0.021247993588639824,6,0.7108004272248954,6
logistic,bayesian_d,nll,100,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.63125,6,3.4318084593834173,6,3.4074871295253217,6,0.024321329858095365,6,0.006201029196855677,6,0.011872512596015657,6,0.01746068247121065,6,0.7108004272248954,6
logistic,bayesian_d,nll,227,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.8333333333333334,6,3.424554855775947,6,3.4074871295253217,6,0.01706772625062586,6,0.004281260196918872,6,0.008330653089618974,6,0.009666813981882239,6,0.7108004272248954,6
logistic,domain_balance,brier_score,10,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.004166666666666667,6,0.8896931182565823,6,0.8632587029736835,6,0.026434415282898843,6,0.03237879546316832,6,0.2295570167852817,6,0.02618163074276229,6,0.14652094607592522,6
logistic,domain_balance,brier_score,25,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.004166666666666667,6,0.8881477505026082,6,0.8632587029736835,6,0.02488904752892465,6,0.03058966156671562,6,0.2137321348392082,6,0.02424952237586006,6,0.14652094607592522,6
logistic,domain_balance,brier_score,50,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.03333333333333333,6,0.8785035756153913,6,0.8632587029736835,6,0.015244872641707749,6,0.018327401103889484,6,0.14865272275423058,6,0.014718421370794163,6,0.14652094607592522,6
logistic,domain_balance,brier_score,100,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.14583333333333334,6,0.8723880014556452,6,0.8632587029736835,6,0.009129298481961805,6,0.011038536387074574,6,0.08625130340864164,6,0.008702264571051012,6,0.14652094607592522,6
logistic,domain_balance,brier_score,227,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.31666666666666665,6,0.8719449617940417,6,0.8632587029736835,6,0.008686258820358181,6,0.010513993931290141,6,0.07938619950026143,6,0.008028220812615615,6,0.14652094607592522,6
logistic,domain_balance,error_rate,10,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.008333333333333333,6,0.6831766764322916,6,0.6259053548177084,6,0.057271321614583336,6,0.10991633683253492,6,0.21214048467710936,6,0.056284586588541664,6,0.5637069335057727,6
logistic,domain_balance,error_rate,25,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.008333333333333333,6,0.6776224772135416,6,0.6259053548177084,6,0.051717122395833336,6,0.10018818882826257,6,0.19205376553378564,6,0.046173095703125,6,0.5637069335057727,6
logistic,domain_balance,error_rate,50,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.037500000000000006,6,0.6618550618489584,6,0.6259053548177084,6,0.03594970703125,6,0.06461870103194575,6,0.15183590226266538,6,0.032419840494791664,6,0.5637069335057727,6
logistic,domain_balance,error_rate,100,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.09791666666666667,6,0.6570231119791666,6,0.6259053548177084,6,0.031117757161458332,6,0.056965385001484826,6,0.12907170982155342,6,0.026947021484375,6,0.5637069335057727,6
logistic,domain_balance,error_rate,227,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.3125,6,0.6519775390625,6,0.6259053548177084,6,0.026072184244791668,6,0.04655502028942276,6,0.11263386143618515,6,0.019134521484375,6,0.5637069335057727,6
logistic,domain_balance,nll,10,"[20260917, 20260918, 20260919, 20260920]","[20260917, 20260918, 20260919, 20260920]",6,48,0.010416666666666666,6,3.582266247326572,6,3.4074871295253217,6,0.1747791178012497,6,0.05614732118280688,6,0.07693874942542513,6,0.17315518053552537,6,0.7108004272248954,6
